部门,车牌号,日期,驾驶行为评分,排名
01有排行有提醒,粤BH218W,2019/12/2,100,1
02有排行无提醒,粤SL3H57,2019/12/2,100,1
04无排行无提醒,粤S09158,2019/12/2,100,1
02有排行无提醒,皖AT0543,2019/12/2,100,1
03无排行有提醒,粤BY1047,2019/12/2,100,1
03无排行有提醒,渝D865V3,2019/12/2,100,1
02有排行无提醒,粤B7U0H5,2019/12/2,100,1
03无排行有提醒,粤B892VK,2019/12/2,100,1
04无排行无提醒,粤B83CT2,2019/12/2,100,1
01有排行有提醒,粤S45B27,2019/12/2,100,1
02有排行无提醒,粤JCL629,2019/12/2,100,1
03无排行有提醒,粤B3AU48,2019/12/2,100,1
01有排行有提醒,皖AT0626,2019/12/2,100,1
02有排行无提醒,皖AYY059,2019/12/2,100,1
04无排行无提醒,粤STB959,2019/12/2,100,1
04无排行无提醒,粤B4C0S6,2019/12/2,100,1
01有排行有提醒,粤LBY602,2019/12/2,100,1
04无排行无提醒,粤PR5795,2019/12/2,99.39,2
03无排行有提醒,粤B2X562,2019/12/2,95.18,3
01有排行有提醒,粤B2K335,2019/12/2,92.18,4
03无排行有提醒,粤STC809,2019/12/2,91.75,5
02有排行无提醒,粤BL05M1,2019/12/2,91.29,6
02有排行无提醒,粤B9XN26,2019/12/2,90.23,7
02有排行无提醒,粤B3Q03K,2019/12/2,90.13,8
04无排行无提醒,粤B0Y92H,2019/12/2,89.7,9
01有排行有提醒,粤B3R80W,2019/12/2,89.17,10
04无排行无提醒,粤BP439V,2019/12/2,87.89,11
01有排行有提醒,粤BT2220,2019/12/2,86.18,12
04无排行无提醒,皖AT0616,2019/12/2,84.81,13
01有排行有提醒,粤L39ES3,2019/12/2,80.26,14
02有排行无提醒,皖AT0580,2019/12/2,73.35,15
02有排行无提醒,皖AT0576,2019/12/2,71.84,16
01有排行有提醒,皖AT0599,2019/12/2,62,17
03无排行有提醒,皖AT0591,2019/12/2,57.4,18
03无排行有提醒,皖AT0621,2019/12/2,56.06,19
04无排行无提醒,皖AT0540,2019/12/2,55.07,20
03无排行有提醒,皖AT0596,2019/12/2,54.63,21
02有排行无提醒,皖AT0620,2019/12/2,52.5,22
01有排行有提醒,皖AT0553,2019/12/2,52.47,23
03无排行有提醒,皖AT0539,2019/12/2,51.03,24
04无排行无提醒,皖AT0658,2019/12/2,50.62,25
03无排行有提醒,皖AT0579,2019/12/2,48.88,26
01有排行有提醒,皖AT0619,2019/12/2,47.71,27
02有排行无提醒,皖AT0641,2019/12/2,46.46,28
03无排行有提醒,皖AT0589,2019/12/2,46.39,29
02有排行无提醒,皖AT0613,2019/12/2,43.83,30
02有排行无提醒,皖AT0657,2019/12/2,41.95,31
01有排行有提醒,皖AT0600,2019/12/2,41.7,32
03无排行有提醒,皖AT0632,2019/12/2,41.59,33
01有排行有提醒,皖AT0650,2019/12/2,40.68,34
01有排行有提醒,皖AT0628,2019/12/2,39.09,35
03无排行有提醒,皖AT0633,2019/12/2,37.27,36
02有排行无提醒,皖AT0601,2019/12/2,34.27,37
03无排行有提醒,皖AT0631,2019/12/2,31.94,38
04无排行无提醒,皖AT0608,2019/12/2,31.59,39
04无排行无提醒,皖AT0565,2019/12/2,28.58,40
02有排行无提醒,皖AT0575,2019/12/2,26.46,41
04无排行无提醒,皖AT0560,2019/12/2,26.18,42
03无排行有提醒,皖AT0549,2019/12/2,24.77,43
02有排行无提醒,皖AT0541,2019/12/2,23.94,44
01有排行有提醒,皖AT0568,2019/12/2,21.03,45
04无排行无提醒,皖AT0666,2019/12/2,19.98,46
01有排行有提醒,皖AT0665,2019/12/2,14.44,47
04无排行无提醒,皖AT0623,2019/12/2,13.02,48
04无排行无提醒,皖AT0661,2019/12/2,11.33,49
01有排行有提醒,皖AT0547,2019/12/2,10.37,50
03无排行有提醒,粤BS207S,2019/12/2,0,51
03无排行有提醒,粤TEST01,2019/12/2,0,51
01有排行有提醒,皖AT0609,2019/12/2,0,51
04无排行无提醒,皖AT0556,2019/12/2,0,51
01有排行有提醒,粤B048RX,2019/12/2,0,51
01有排行有提醒,皖AT0642,2019/12/2,0,51
02有排行无提醒,粤BN8G52,2019/12/2,0,51
03无排行有提醒,皖AT0563,2019/12/2,0,51
02有排行无提醒,闽C88DN2,2019/12/3,100,1
03无排行有提醒,粤B533CJ,2019/12/3,100,1
04无排行无提醒,粤B3RC91,2019/12/3,100,1
01有排行有提醒,粤BH218W,2019/12/3,100,1
04无排行无提醒,粤B83CT2,2019/12/3,100,1
02有排行无提醒,粤BL05M1,2019/12/3,100,1
04无排行无提醒,粤S09158,2019/12/3,100,1
03无排行有提醒,粤B892VK,2019/12/3,100,1
03无排行有提醒,粤BY1047,2019/12/3,100,1
04无排行无提醒,粤B0Y92H,2019/12/3,100,1
02有排行无提醒,粤B7U0H5,2019/12/3,100,1
03无排行有提醒,渝D865V3,2019/12/3,100,1
01有排行有提醒,粤S45B27,2019/12/3,100,1
02有排行无提醒,粤JCL629,2019/12/3,100,1
03无排行有提醒,粤B3AU48,2019/12/3,100,1
02有排行无提醒,粤SL3H57,2019/12/3,100,1
02有排行无提醒,皖AYY059,2019/12/3,100,1
02有排行无提醒,皖AT0543,2019/12/3,100,1
01有排行有提醒,皖AT0626,2019/12/3,100,1
04无排行无提醒,粤STB959,2019/12/3,100,1
04无排行无提醒,粤B4C0S6,2019/12/3,100,1
01有排行有提醒,粤LBY602,2019/12/3,100,1
03无排行有提醒,粤B2X562,2019/12/3,95.08,2
01有排行有提醒,粤B3R80W,2019/12/3,92.94,3
02有排行无提醒,粤B3Q03K,2019/12/3,92.83,4
01有排行有提醒,粤B2K335,2019/12/3,89.32,5
04无排行无提醒,粤BP439V,2019/12/3,88.72,6
02有排行无提醒,粤B9XN26,2019/12/3,85.13,7
03无排行有提醒,粤STC809,2019/12/3,84.4,8
04无排行无提醒,皖AT0616,2019/12/3,83.68,9
01有排行有提醒,粤BT2220,2019/12/3,82.09,10
01有排行有提醒,粤L39ES3,2019/12/3,76.81,11
03无排行有提醒,皖AT0549,2019/12/3,73.89,12
02有排行无提醒,皖AT0641,2019/12/3,60.17,13
01有排行有提醒,皖AT0619,2019/12/3,59.97,14
04无排行无提醒,皖AT0658,2019/12/3,57.7,15
01有排行有提醒,皖AT0568,2019/12/3,55.48,16
02有排行无提醒,皖AT0580,2019/12/3,55.06,17
01有排行有提醒,皖AT0628,2019/12/3,54.08,18
04无排行无提醒,皖AT0608,2019/12/3,52.3,19
01有排行有提醒,皖AT0650,2019/12/3,51.67,20
04无排行无提醒,皖AT0565,2019/12/3,50.79,21
02有排行无提醒,皖AT0601,2019/12/3,50.59,22
02有排行无提醒,皖AT0620,2019/12/3,50.35,23
01有排行有提醒,皖AT0600,2019/12/3,50.07,24
02有排行无提醒,皖AT0541,2019/12/3,49.39,25
01有排行有提醒,皖AT0599,2019/12/3,49.1,26
03无排行有提醒,皖AT0589,2019/12/3,48.23,27
01有排行有提醒,皖AT0665,2019/12/3,47.8,28
04无排行无提醒,皖AT0540,2019/12/3,46.01,29
03无排行有提醒,皖AT0621,2019/12/3,45.39,30
03无排行有提醒,皖AT0591,2019/12/3,43.95,31
01有排行有提醒,皖AT0553,2019/12/3,43.86,32
04无排行无提醒,皖AT0661,2019/12/3,43.09,33
02有排行无提醒,皖AT0613,2019/12/3,42.1,34
02有排行无提醒,皖AT0576,2019/12/3,41.96,35
03无排行有提醒,皖AT0632,2019/12/3,39.26,36
03无排行有提醒,皖AT0596,2019/12/3,37.02,37
03无排行有提醒,皖AT0633,2019/12/3,36.05,38
03无排行有提醒,皖AT0631,2019/12/3,28.31,39
03无排行有提醒,皖AT0539,2019/12/3,26.94,40
02有排行无提醒,皖AT0575,2019/12/3,24.97,41
01有排行有提醒,皖AT0547,2019/12/3,23.63,42
04无排行无提醒,皖AT0560,2019/12/3,23.46,43
02有排行无提醒,皖AT0657,2019/12/3,20.66,44
03无排行有提醒,皖AT0579,2019/12/3,13.22,45
04无排行无提醒,皖AT0666,2019/12/3,10.14,46
04无排行无提醒,皖AT0623,2019/12/3,7.2,47
04无排行无提醒,皖AT0556,2019/12/3,0,48
03无排行有提醒,皖AT0563,2019/12/3,0,48
01有排行有提醒,皖AT0642,2019/12/3,0,48
03无排行有提醒,粤TEST01,2019/12/3,0,48
04无排行无提醒,粤PR5795,2019/12/3,0,48
02有排行无提醒,粤BN8G52,2019/12/3,0,48
01有排行有提醒,皖AT0609,2019/12/3,0,48
03无排行有提醒,粤BS207S,2019/12/3,0,48
01有排行有提醒,粤B048RX,2019/12/3,0,48
02有排行无提醒,闽C88DN2,2019/12/4,100,1
03无排行有提醒,粤B533CJ,2019/12/4,100,1
04无排行无提醒,粤B3RC91,2019/12/4,100,1
01有排行有提醒,粤BH218W,2019/12/4,100,1
02有排行无提醒,粤SL3H57,2019/12/4,100,1
04无排行无提醒,粤S09158,2019/12/4,100,1
02有排行无提醒,皖AT0543,2019/12/4,100,1
03无排行有提醒,粤BY1047,2019/12/4,100,1
03无排行有提醒,渝D865V3,2019/12/4,100,1
02有排行无提醒,粤B7U0H5,2019/12/4,100,1
04无排行无提醒,粤B0Y92H,2019/12/4,100,1
03无排行有提醒,粤B892VK,2019/12/4,100,1
04无排行无提醒,粤B83CT2,2019/12/4,100,1
01有排行有提醒,粤S45B27,2019/12/4,100,1
02有排行无提醒,粤JCL629,2019/12/4,100,1
02有排行无提醒,皖AYY059,2019/12/4,100,1
01有排行有提醒,皖AT0626,2019/12/4,100,1
03无排行有提醒,粤B3AU48,2019/12/4,100,1
04无排行无提醒,粤B4C0S6,2019/12/4,100,1
01有排行有提醒,粤LBY602,2019/12/4,100,1
04无排行无提醒,粤PR5795,2019/12/4,97.76,2
04无排行无提醒,粤STB959,2019/12/4,93.89,3
02有排行无提醒,粤B3Q03K,2019/12/4,93.12,4
03无排行有提醒,粤STC809,2019/12/4,91.98,5
02有排行无提醒,粤B9XN26,2019/12/4,90.32,6
03无排行有提醒,粤B2X562,2019/12/4,89.8,7
01有排行有提醒,粤B3R80W,2019/12/4,89.66,8
02有排行无提醒,粤BL05M1,2019/12/4,89.28,9
01有排行有提醒,粤BT2220,2019/12/4,85.15,10
01有排行有提醒,粤B2K335,2019/12/4,84.9,11
04无排行无提醒,皖AT0608,2019/12/4,79.97,12
04无排行无提醒,粤BP439V,2019/12/4,78.48,13
03无排行有提醒,皖AT0539,2019/12/4,76.51,14
01有排行有提醒,粤L39ES3,2019/12/4,76.24,15
01有排行有提醒,皖AT0568,2019/12/4,73.09,16
02有排行无提醒,皖AT0620,2019/12/4,70.53,17
04无排行无提醒,皖AT0616,2019/12/4,68.63,18
02有排行无提醒,皖AT0613,2019/12/4,65.38,19
04无排行无提醒,皖AT0540,2019/12/4,65.02,20
04无排行无提醒,皖AT0658,2019/12/4,64.81,21
02有排行无提醒,皖AT0580,2019/12/4,64,22
02有排行无提醒,皖AT0576,2019/12/4,56.48,23
01有排行有提醒,皖AT0599,2019/12/4,55.46,24
03无排行有提醒,皖AT0589,2019/12/4,53.42,25
04无排行无提醒,皖AT0560,2019/12/4,50.48,26
03无排行有提醒,皖AT0632,2019/12/4,50.18,27
01有排行有提醒,皖AT0547,2019/12/4,49.92,28
02有排行无提醒,皖AT0641,2019/12/4,48.03,29
03无排行有提醒,皖AT0596,2019/12/4,47.32,30
03无排行有提醒,皖AT0631,2019/12/4,46.64,31
03无排行有提醒,皖AT0633,2019/12/4,46.43,32
04无排行无提醒,皖AT0661,2019/12/4,44.98,33
03无排行有提醒,皖AT0563,2019/12/4,42.7,34
03无排行有提醒,皖AT0579,2019/12/4,41.92,35
03无排行有提醒,皖AT0621,2019/12/4,41.87,36
01有排行有提醒,皖AT0600,2019/12/4,41.33,37
01有排行有提醒,皖AT0650,2019/12/4,39.9,38
04无排行无提醒,皖AT0666,2019/12/4,39.28,39
04无排行无提醒,皖AT0565,2019/12/4,39.06,40
02有排行无提醒,皖AT0657,2019/12/4,35.49,41
01有排行有提醒,皖AT0619,2019/12/4,34.35,42
02有排行无提醒,皖AT0541,2019/12/4,33.13,43
02有排行无提醒,皖AT0575,2019/12/4,31.61,44
04无排行无提醒,皖AT0623,2019/12/4,24.95,45
01有排行有提醒,皖AT0665,2019/12/4,23.91,46
03无排行有提醒,皖AT0549,2019/12/4,23.5,47
02有排行无提醒,皖AT0601,2019/12/4,23.49,48
01有排行有提醒,皖AT0628,2019/12/4,20.79,49
03无排行有提醒,皖AT0591,2019/12/4,7.3,50
02有排行无提醒,粤BN8G52,2019/12/4,0,51
01有排行有提醒,皖AT0609,2019/12/4,0,51
01有排行有提醒,粤B048RX,2019/12/4,0,51
01有排行有提醒,皖AT0642,2019/12/4,0,51
03无排行有提醒,粤BS207S,2019/12/4,0,51
03无排行有提醒,粤TEST01,2019/12/4,0,51
04无排行无提醒,皖AT0556,2019/12/4,0,51
01有排行有提醒,皖AT0553,2019/12/4,0,51
02有排行无提醒,闽C88DN2,2019/12/5,100,1
04无排行无提醒,粤B3RC91,2019/12/5,100,1
01有排行有提醒,粤BH218W,2019/12/5,100,1
01有排行有提醒,皖AT0553,2019/12/5,100,1
04无排行无提醒,粤S09158,2019/12/5,100,1
03无排行有提醒,粤BY1047,2019/12/5,100,1
03无排行有提醒,渝D865V3,2019/12/5,100,1
02有排行无提醒,粤B7U0H5,2019/12/5,100,1
04无排行无提醒,粤B0Y92H,2019/12/5,100,1
03无排行有提醒,粤B892VK,2019/12/5,100,1
04无排行无提醒,粤B83CT2,2019/12/5,100,1
02有排行无提醒,皖AT0543,2019/12/5,100,1
02有排行无提醒,粤SL3H57,2019/12/5,100,1
03无排行有提醒,粤B533CJ,2019/12/5,100,1
01有排行有提醒,粤S45B27,2019/12/5,100,1
02有排行无提醒,粤JCL629,2019/12/5,100,1
03无排行有提醒,粤B3AU48,2019/12/5,100,1
01有排行有提醒,粤LBY602,2019/12/5,100,1
02有排行无提醒,皖AYY059,2019/12/5,100,1
04无排行无提醒,粤B4C0S6,2019/12/5,100,1
01有排行有提醒,皖AT0626,2019/12/5,100,1
04无排行无提醒,粤STB959,2019/12/5,100,1
02有排行无提醒,粤B3Q03K,2019/12/5,94.91,2
03无排行有提醒,粤B2X562,2019/12/5,94.87,3
01有排行有提醒,粤B2K335,2019/12/5,94.74,4
02有排行无提醒,粤BL05M1,2019/12/5,94.38,5
01有排行有提醒,粤B3R80W,2019/12/5,90.91,6
02有排行无提醒,粤B9XN26,2019/12/5,90.51,7
04无排行无提醒,粤BP439V,2019/12/5,86.88,8
01有排行有提醒,粤BT2220,2019/12/5,85.64,9
03无排行有提醒,粤STC809,2019/12/5,78.92,10
01有排行有提醒,粤L39ES3,2019/12/5,76.69,11
04无排行无提醒,皖AT0616,2019/12/5,74.61,12
01有排行有提醒,皖AT0547,2019/12/5,72.5,13
02有排行无提醒,皖AT0620,2019/12/5,67.81,14
04无排行无提醒,皖AT0658,2019/12/5,67.49,15
01有排行有提醒,皖AT0600,2019/12/5,65.07,16
02有排行无提醒,皖AT0576,2019/12/5,62.58,17
01有排行有提醒,皖AT0599,2019/12/5,56.87,18
01有排行有提醒,皖AT0619,2019/12/5,54.64,19
02有排行无提醒,皖AT0613,2019/12/5,52.81,20
03无排行有提醒,皖AT0632,2019/12/5,52.28,21
03无排行有提醒,皖AT0633,2019/12/5,51.76,22
03无排行有提醒,皖AT0596,2019/12/5,48.91,23
01有排行有提醒,皖AT0650,2019/12/5,48.12,24
04无排行无提醒,皖AT0540,2019/12/5,47.93,25
02有排行无提醒,皖AT0580,2019/12/5,46.59,26
02有排行无提醒,皖AT0541,2019/12/5,45.25,27
04无排行无提醒,皖AT0661,2019/12/5,43.66,28
04无排行无提醒,皖AT0560,2019/12/5,41.54,29
04无排行无提醒,皖AT0623,2019/12/5,41.06,30
02有排行无提醒,皖AT0657,2019/12/5,40.01,31
04无排行无提醒,皖AT0666,2019/12/5,39.52,32
03无排行有提醒,皖AT0579,2019/12/5,39.3,33
03无排行有提醒,皖AT0621,2019/12/5,37.2,34
01有排行有提醒,皖AT0628,2019/12/5,36.22,35
04无排行无提醒,皖AT0608,2019/12/5,35.84,36
02有排行无提醒,皖AT0601,2019/12/5,34.02,37
03无排行有提醒,皖AT0589,2019/12/5,33.96,38
01有排行有提醒,皖AT0568,2019/12/5,32.19,39
02有排行无提醒,皖AT0641,2019/12/5,31.73,40
03无排行有提醒,皖AT0631,2019/12/5,31.61,41
03无排行有提醒,皖AT0563,2019/12/5,31.37,42
03无排行有提醒,皖AT0549,2019/12/5,29.86,43
04无排行无提醒,皖AT0565,2019/12/5,24.47,44
01有排行有提醒,皖AT0665,2019/12/5,21.98,45
03无排行有提醒,皖AT0591,2019/12/5,17.68,46
02有排行无提醒,皖AT0575,2019/12/5,15.28,47
01有排行有提醒,皖AT0609,2019/12/5,0,48
02有排行无提醒,粤BN8G52,2019/12/5,0,48
04无排行无提醒,粤PR5795,2019/12/5,0,48
01有排行有提醒,皖AT0642,2019/12/5,0,48
03无排行有提醒,粤TEST01,2019/12/5,0,48
04无排行无提醒,皖AT0556,2019/12/5,0,48
03无排行有提醒,粤BS207S,2019/12/5,0,48
01有排行有提醒,粤B048RX,2019/12/5,0,48
03无排行有提醒,皖AT0539,2019/12/5,0,48
02有排行无提醒,闽C88DN2,2019/12/6,100,1
03无排行有提醒,粤B3AU48,2019/12/6,100,1
02有排行无提醒,粤B7U0H5,2019/12/6,100,1
01有排行有提醒,粤S45B27,2019/12/6,100,1
03无排行有提醒,粤B533CJ,2019/12/6,100,1
04无排行无提醒,粤B3RC91,2019/12/6,100,1
01有排行有提醒,粤BH218W,2019/12/6,100,1
03无排行有提醒,渝D865V3,2019/12/6,100,1
02有排行无提醒,皖AT0543,2019/12/6,100,1
04无排行无提醒,粤S09158,2019/12/6,100,1
01有排行有提醒,粤LBY602,2019/12/6,100,1
04无排行无提醒,粤B4C0S6,2019/12/6,100,1
02有排行无提醒,粤SL3H57,2019/12/6,100,1
02有排行无提醒,皖AYY059,2019/12/6,100,1
04无排行无提醒,粤B83CT2,2019/12/6,100,1
01有排行有提醒,皖AT0626,2019/12/6,100,1
03无排行有提醒,粤B892VK,2019/12/6,100,1
04无排行无提醒,粤STB959,2019/12/6,100,1
04无排行无提醒,粤B0Y92H,2019/12/6,100,1
03无排行有提醒,粤BY1047,2019/12/6,100,1
01有排行有提醒,皖AT0553,2019/12/6,97.7,2
03无排行有提醒,粤B2X562,2019/12/6,97.13,3
02有排行无提醒,粤BL05M1,2019/12/6,93.98,4
01有排行有提醒,粤B3R80W,2019/12/6,93.49,5
01有排行有提醒,粤B2K335,2019/12/6,91.67,6
02有排行无提醒,粤B3Q03K,2019/12/6,90.61,7
03无排行有提醒,粤STC809,2019/12/6,87.78,8
04无排行无提醒,皖AT0565,2019/12/6,86.71,9
01有排行有提醒,粤L39ES3,2019/12/6,83.29,10
02有排行无提醒,粤B9XN26,2019/12/6,80.08,11
01有排行有提醒,粤BT2220,2019/12/6,79.88,12
04无排行无提醒,粤BP439V,2019/12/6,76.76,13
02有排行无提醒,粤JCL629,2019/12/6,66.56,14
04无排行无提醒,皖AT0616,2019/12/6,66.07,15
03无排行有提醒,皖AT0579,2019/12/6,64.54,16
03无排行有提醒,粤BS207S,2019/12/6,56.01,17
01有排行有提醒,皖AT0568,2019/12/6,55.31,18
04无排行无提醒,皖AT0658,2019/12/6,53.23,19
01有排行有提醒,皖AT0619,2019/12/6,52.91,20
03无排行有提醒,皖AT0633,2019/12/6,51.64,21
01有排行有提醒,皖AT0600,2019/12/6,50.38,22
01有排行有提醒,皖AT0628,2019/12/6,48.57,23
03无排行有提醒,皖AT0589,2019/12/6,48.51,24
01有排行有提醒,皖AT0599,2019/12/6,44.95,25
04无排行无提醒,皖AT0666,2019/12/6,44.37,26
03无排行有提醒,皖AT0549,2019/12/6,44.26,27
03无排行有提醒,皖AT0563,2019/12/6,43.62,28
03无排行有提醒,皖AT0596,2019/12/6,41.68,29
02有排行无提醒,皖AT0601,2019/12/6,41.13,30
04无排行无提醒,皖AT0661,2019/12/6,40.5,31
03无排行有提醒,皖AT0632,2019/12/6,39.6,32
02有排行无提醒,皖AT0620,2019/12/6,39.23,33
04无排行无提醒,皖AT0540,2019/12/6,36.38,34
03无排行有提醒,皖AT0631,2019/12/6,35.54,35
02有排行无提醒,皖AT0580,2019/12/6,34.77,36
02有排行无提醒,皖AT0575,2019/12/6,33.91,37
02有排行无提醒,皖AT0576,2019/12/6,33.18,38
02有排行无提醒,皖AT0641,2019/12/6,32.66,39
02有排行无提醒,皖AT0657,2019/12/6,32.28,40
04无排行无提醒,皖AT0560,2019/12/6,32.09,41
03无排行有提醒,皖AT0591,2019/12/6,31.59,42
03无排行有提醒,皖AT0621,2019/12/6,30.15,43
01有排行有提醒,皖AT0650,2019/12/6,29.1,44
03无排行有提醒,皖AT0539,2019/12/6,28.68,45
01有排行有提醒,皖AT0665,2019/12/6,25.45,46
02有排行无提醒,皖AT0613,2019/12/6,21.17,47
04无排行无提醒,皖AT0623,2019/12/6,9.67,48
01有排行有提醒,皖AT0547,2019/12/6,4.64,49
04无排行无提醒,粤PR5795,2019/12/6,0,50
01有排行有提醒,皖AT0609,2019/12/6,0,50
03无排行有提醒,粤TEST01,2019/12/6,0,50
02有排行无提醒,粤BN8G52,2019/12/6,0,50
01有排行有提醒,皖AT0642,2019/12/6,0,50
01有排行有提醒,粤B048RX,2019/12/6,0,50
04无排行无提醒,皖AT0556,2019/12/6,0,50
02有排行无提醒,皖AT0541,2019/12/6,0,50
04无排行无提醒,皖AT0608,2019/12/6,0,50
02有排行无提醒,闽C88DN2,2019/12/7,100,1
03无排行有提醒,粤B533CJ,2019/12/7,100,1
04无排行无提醒,粤B3RC91,2019/12/7,100,1
01有排行有提醒,粤BH218W,2019/12/7,100,1
04无排行无提醒,粤B83CT2,2019/12/7,100,1
04无排行无提醒,粤S09158,2019/12/7,100,1
03无排行有提醒,粤BY1047,2019/12/7,100,1
04无排行无提醒,粤PR5795,2019/12/7,100,1
02有排行无提醒,粤SL3H57,2019/12/7,100,1
03无排行有提醒,渝D865V3,2019/12/7,100,1
02有排行无提醒,粤B7U0H5,2019/12/7,100,1
03无排行有提醒,粤B892VK,2019/12/7,100,1
01有排行有提醒,粤S45B27,2019/12/7,100,1
02有排行无提醒,皖AYY059,2019/12/7,100,1
01有排行有提醒,皖AT0626,2019/12/7,100,1
02有排行无提醒,皖AT0543,2019/12/7,100,1
04无排行无提醒,粤STB959,2019/12/7,100,1
04无排行无提醒,粤B4C0S6,2019/12/7,100,1
03无排行有提醒,粤B3AU48,2019/12/7,100,1
01有排行有提醒,粤LBY602,2019/12/7,100,1
01有排行有提醒,皖AT0553,2019/12/7,98.92,2
02有排行无提醒,粤B3Q03K,2019/12/7,97.98,3
03无排行有提醒,粤B2X562,2019/12/7,97.32,4
03无排行有提醒,粤STC809,2019/12/7,96.64,5
03无排行有提醒,粤BS207S,2019/12/7,96.45,6
02有排行无提醒,皖AT0575,2019/12/7,96.27,7
01有排行有提醒,粤B2K335,2019/12/7,95.73,8
04无排行无提醒,粤B0Y92H,2019/12/7,91.67,9
01有排行有提醒,粤B3R80W,2019/12/7,91.62,10
