部门,车牌号,日期,驾驶行为评分
01有排行有提醒,皖AT0609,2020/8/23,0
02有排行无提醒,粤BN8G52,2020/8/23,0
01有排行有提醒,粤B048RX,2020/8/23,0
04无排行无提醒,皖AT0556,2020/8/23,0
03无排行有提醒,粤TEST01,2020/8/23,0
02有排行无提醒,皖AT0641,2020/8/23,0
02有排行无提醒,皖AT0580,2020/8/24,100
02有排行无提醒,皖AT0543,2020/8/24,100
03无排行有提醒,皖AT0633,2020/8/24,100
02有排行无提醒,皖AT0576,2020/8/24,100
02有排行无提醒,粤SL3H57,2020/8/24,100
03无排行有提醒,粤BS207S,2020/8/24,100
04无排行无提醒,粤B83CT2,2020/8/24,100
03无排行有提醒,粤B892VK,2020/8/24,100
04无排行无提醒,粤B0Y92H,2020/8/24,100
02有排行无提醒,粤B7U0H5,2020/8/24,100
03无排行有提醒,渝D865V3,2020/8/24,100
01有排行有提醒,粤L39ES3,2020/8/24,100
03无排行有提醒,皖AT0549,2020/8/24,100
04无排行无提醒,皖AT0560,2020/8/24,100
01有排行有提醒,皖AT0619,2020/8/24,100
04无排行无提醒,皖AT0666,2020/8/24,100
02有排行无提醒,皖AT0575,2020/8/24,100
03无排行有提醒,皖AT0589,2020/8/24,100
02有排行无提醒,皖AT0657,2020/8/24,100
01有排行有提醒,皖AT0547,2020/8/24,100
04无排行无提醒,皖AT0616,2020/8/24,100
03无排行有提醒,皖AT0539,2020/8/24,100
01有排行有提醒,皖AT0600,2020/8/24,100
04无排行无提醒,皖AT0661,2020/8/24,100
03无排行有提醒,皖AT0579,2020/8/24,100
04无排行无提醒,粤BP439V,2020/8/24,100
03无排行有提醒,粤STC809,2020/8/24,100
04无排行无提醒,粤B3RC91,2020/8/24,100
02有排行无提醒,粤B3Q03K,2020/8/24,100
03无排行有提醒,粤B533CJ,2020/8/24,100
04无排行无提醒,粤STB959,2020/8/24,100
01有排行有提醒,粤S45B27,2020/8/24,100
02有排行无提醒,粤JCL629,2020/8/24,100
03无排行有提醒,粤B3AU48,2020/8/24,100
02有排行无提醒,闽C88DN2,2020/8/24,100
01有排行有提醒,皖AT0626,2020/8/24,100
04无排行无提醒,粤B4C0S6,2020/8/24,100
01有排行有提醒,粤BH218W,2020/8/24,100
01有排行有提醒,粤B2K335,2020/8/24,100
04无排行无提醒,粤PR5795,2020/8/24,100
03无排行有提醒,粤BY1047,2020/8/24,100
01有排行有提醒,粤B3R80W,2020/8/24,100
03无排行有提醒,粤B2X562,2020/8/24,100
04无排行无提醒,粤S09158,2020/8/24,100
02有排行无提醒,皖AYY059,2020/8/24,100
02有排行无提醒,粤B9XN26,2020/8/24,100
01有排行有提醒,粤LBY602,2020/8/24,100
01有排行有提醒,皖AT0642,2020/8/24,91.56
01有排行有提醒,粤BT2220,2020/8/24,85.02
02有排行无提醒,粤BL05M1,2020/8/24,76.51
03无排行有提醒,皖AT0632,2020/8/24,68.58
02有排行无提醒,皖AT0613,2020/8/24,66.38
03无排行有提醒,皖AT0563,2020/8/24,65.11
02有排行无提醒,皖AT0601,2020/8/24,58.12
03无排行有提醒,皖AT0621,2020/8/24,55.98
04无排行无提醒,皖AT0658,2020/8/24,51.25
02有排行无提醒,皖AT0620,2020/8/24,49.71
02有排行无提醒,皖AT0541,2020/8/24,49.5
01有排行有提醒,皖AT0665,2020/8/24,49.3
03无排行有提醒,皖AT0591,2020/8/24,48.23
01有排行有提醒,皖AT0599,2020/8/24,44.28
03无排行有提醒,皖AT0596,2020/8/24,43.19
01有排行有提醒,皖AT0568,2020/8/24,38.63
01有排行有提醒,皖AT0553,2020/8/24,32.81
01有排行有提醒,皖AT0628,2020/8/24,31.16
01有排行有提醒,皖AT0650,2020/8/24,30.16
04无排行无提醒,皖AT0623,2020/8/24,24.6
03无排行有提醒,皖AT0631,2020/8/24,23.8
04无排行无提醒,皖AT0540,2020/8/24,20.75
04无排行无提醒,皖AT0565,2020/8/24,17.25
04无排行无提醒,皖AT0608,2020/8/24,3.36
03无排行有提醒,粤TEST01,2020/8/24,0
02有排行无提醒,粤BN8G52,2020/8/24,0
04无排行无提醒,皖AT0556,2020/8/24,0
01有排行有提醒,皖AT0609,2020/8/24,0
01有排行有提醒,粤B048RX,2020/8/24,0
02有排行无提醒,皖AT0641,2020/8/24,0
02有排行无提醒,皖AT0580,2020/8/25,100
02有排行无提醒,皖AT0543,2020/8/25,100
03无排行有提醒,皖AT0633,2020/8/25,100
02有排行无提醒,皖AT0576,2020/8/25,100
02有排行无提醒,粤SL3H57,2020/8/25,100
03无排行有提醒,粤BS207S,2020/8/25,100
04无排行无提醒,粤B83CT2,2020/8/25,100
03无排行有提醒,粤B892VK,2020/8/25,100
04无排行无提醒,粤B0Y92H,2020/8/25,100
02有排行无提醒,粤B7U0H5,2020/8/25,100
03无排行有提醒,渝D865V3,2020/8/25,100
01有排行有提醒,粤L39ES3,2020/8/25,100
03无排行有提醒,皖AT0549,2020/8/25,100
04无排行无提醒,皖AT0560,2020/8/25,100
01有排行有提醒,皖AT0619,2020/8/25,100
04无排行无提醒,皖AT0666,2020/8/25,100
02有排行无提醒,皖AT0575,2020/8/25,100
03无排行有提醒,皖AT0589,2020/8/25,100
02有排行无提醒,皖AT0657,2020/8/25,100
01有排行有提醒,皖AT0547,2020/8/25,100
04无排行无提醒,皖AT0616,2020/8/25,100
03无排行有提醒,皖AT0539,2020/8/25,100
01有排行有提醒,皖AT0600,2020/8/25,100
04无排行无提醒,皖AT0661,2020/8/25,100
03无排行有提醒,皖AT0579,2020/8/25,100
04无排行无提醒,粤BP439V,2020/8/25,100
03无排行有提醒,粤STC809,2020/8/25,100
04无排行无提醒,粤B3RC91,2020/8/25,100
03无排行有提醒,粤B533CJ,2020/8/25,100
01有排行有提醒,粤S45B27,2020/8/25,100
02有排行无提醒,粤JCL629,2020/8/25,100
03无排行有提醒,粤B3AU48,2020/8/25,100
02有排行无提醒,粤B3Q03K,2020/8/25,100
04无排行无提醒,粤STB959,2020/8/25,100
01有排行有提醒,皖AT0626,2020/8/25,100
02有排行无提醒,闽C88DN2,2020/8/25,100
01有排行有提醒,粤LBY602,2020/8/25,100
02有排行无提醒,皖AYY059,2020/8/25,100
01有排行有提醒,粤B2K335,2020/8/25,100
04无排行无提醒,粤PR5795,2020/8/25,100
03无排行有提醒,粤BY1047,2020/8/25,100
01有排行有提醒,粤B3R80W,2020/8/25,100
03无排行有提醒,粤B2X562,2020/8/25,100
04无排行无提醒,粤S09158,2020/8/25,100
02有排行无提醒,粤B9XN26,2020/8/25,100
01有排行有提醒,粤BH218W,2020/8/25,100
04无排行无提醒,粤B4C0S6,2020/8/25,100
02有排行无提醒,粤BL05M1,2020/8/25,96.18
04无排行无提醒,皖AT0623,2020/8/25,92.04
01有排行有提醒,皖AT0642,2020/8/25,91.4
01有排行有提醒,粤BT2220,2020/8/25,84.59
02有排行无提醒,皖AT0613,2020/8/25,77.66
02有排行无提醒,皖AT0620,2020/8/25,76.7
04无排行无提醒,皖AT0565,2020/8/25,64.39
02有排行无提醒,皖AT0601,2020/8/25,56.41
04无排行无提醒,皖AT0658,2020/8/25,55.56
01有排行有提醒,皖AT0568,2020/8/25,55.29
01有排行有提醒,皖AT0599,2020/8/25,49.91
03无排行有提醒,皖AT0596,2020/8/25,45.38
03无排行有提醒,皖AT0563,2020/8/25,43.66
01有排行有提醒,皖AT0665,2020/8/25,42.87
04无排行无提醒,皖AT0608,2020/8/25,41.21
03无排行有提醒,皖AT0631,2020/8/25,38.25
02有排行无提醒,皖AT0541,2020/8/25,35.9
01有排行有提醒,皖AT0650,2020/8/25,35.27
03无排行有提醒,皖AT0591,2020/8/25,33.49
03无排行有提醒,皖AT0632,2020/8/25,31.19
01有排行有提醒,皖AT0553,2020/8/25,29.76
01有排行有提醒,皖AT0628,2020/8/25,29.34
04无排行无提醒,皖AT0540,2020/8/25,25
03无排行有提醒,皖AT0621,2020/8/25,16.95
03无排行有提醒,粤TEST01,2020/8/25,0
02有排行无提醒,粤BN8G52,2020/8/25,0
04无排行无提醒,皖AT0556,2020/8/25,0
01有排行有提醒,皖AT0609,2020/8/25,0
01有排行有提醒,粤B048RX,2020/8/25,0
02有排行无提醒,皖AT0641,2020/8/25,0
02有排行无提醒,皖AT0580,2020/8/26,100
02有排行无提醒,皖AT0543,2020/8/26,100
03无排行有提醒,皖AT0633,2020/8/26,100
02有排行无提醒,皖AT0576,2020/8/26,100
02有排行无提醒,粤SL3H57,2020/8/26,100
03无排行有提醒,粤BS207S,2020/8/26,100
04无排行无提醒,粤B83CT2,2020/8/26,100
03无排行有提醒,粤B892VK,2020/8/26,100
04无排行无提醒,粤B0Y92H,2020/8/26,100
02有排行无提醒,粤B7U0H5,2020/8/26,100
03无排行有提醒,渝D865V3,2020/8/26,100
01有排行有提醒,粤L39ES3,2020/8/26,100
03无排行有提醒,皖AT0549,2020/8/26,100
04无排行无提醒,皖AT0560,2020/8/26,100
01有排行有提醒,皖AT0619,2020/8/26,100
04无排行无提醒,皖AT0666,2020/8/26,100
02有排行无提醒,皖AT0575,2020/8/26,100
03无排行有提醒,皖AT0589,2020/8/26,100
02有排行无提醒,皖AT0657,2020/8/26,100
01有排行有提醒,皖AT0547,2020/8/26,100
04无排行无提醒,皖AT0616,2020/8/26,100
03无排行有提醒,皖AT0539,2020/8/26,100
01有排行有提醒,皖AT0600,2020/8/26,100
04无排行无提醒,皖AT0661,2020/8/26,100
03无排行有提醒,皖AT0579,2020/8/26,100
04无排行无提醒,粤BP439V,2020/8/26,100
03无排行有提醒,粤STC809,2020/8/26,100
04无排行无提醒,粤B3RC91,2020/8/26,100
03无排行有提醒,粤B533CJ,2020/8/26,100
01有排行有提醒,粤S45B27,2020/8/26,100
02有排行无提醒,粤JCL629,2020/8/26,100
03无排行有提醒,粤B3AU48,2020/8/26,100
02有排行无提醒,粤B3Q03K,2020/8/26,100
04无排行无提醒,粤STB959,2020/8/26,100
01有排行有提醒,皖AT0626,2020/8/26,100
02有排行无提醒,闽C88DN2,2020/8/26,100
01有排行有提醒,粤LBY602,2020/8/26,100
02有排行无提醒,皖AYY059,2020/8/26,100
01有排行有提醒,粤B2K335,2020/8/26,100
04无排行无提醒,粤PR5795,2020/8/26,100
03无排行有提醒,粤BY1047,2020/8/26,100
01有排行有提醒,粤B3R80W,2020/8/26,100
03无排行有提醒,粤B2X562,2020/8/26,100
04无排行无提醒,粤S09158,2020/8/26,100
02有排行无提醒,粤B9XN26,2020/8/26,100
01有排行有提醒,粤BH218W,2020/8/26,100
04无排行无提醒,粤B4C0S6,2020/8/26,100
02有排行无提醒,粤BL05M1,2020/8/26,97.64
04无排行无提醒,皖AT0623,2020/8/26,94.84
01有排行有提醒,皖AT0642,2020/8/26,91.36
01有排行有提醒,粤BT2220,2020/8/26,85.97
03无排行有提醒,皖AT0563,2020/8/26,78.78
02有排行无提醒,皖AT0620,2020/8/26,75.51
04无排行无提醒,皖AT0565,2020/8/26,64.28
02有排行无提醒,皖AT0601,2020/8/26,60.68
04无排行无提醒,皖AT0658,2020/8/26,58.22
03无排行有提醒,皖AT0632,2020/8/26,55.21
04无排行无提醒,皖AT0540,2020/8/26,52.71
03无排行有提醒,皖AT0591,2020/8/26,50.86
01有排行有提醒,皖AT0568,2020/8/26,47.61
02有排行无提醒,皖AT0541,2020/8/26,46.36
03无排行有提醒,皖AT0596,2020/8/26,44.72
03无排行有提醒,皖AT0631,2020/8/26,44.41
01有排行有提醒,皖AT0553,2020/8/26,41.56
01有排行有提醒,皖AT0599,2020/8/26,39.42
01有排行有提醒,皖AT0628,2020/8/26,37.93
01有排行有提醒,皖AT0650,2020/8/26,36.61
01有排行有提醒,皖AT0665,2020/8/26,35.53
03无排行有提醒,皖AT0621,2020/8/26,30.15
02有排行无提醒,皖AT0613,2020/8/26,26.93
04无排行无提醒,皖AT0608,2020/8/26,9.62
03无排行有提醒,粤TEST01,2020/8/26,0
02有排行无提醒,粤BN8G52,2020/8/26,0
04无排行无提醒,皖AT0556,2020/8/26,0
01有排行有提醒,皖AT0609,2020/8/26,0
01有排行有提醒,粤B048RX,2020/8/26,0
02有排行无提醒,皖AT0641,2020/8/26,0
02有排行无提醒,皖AT0580,2020/8/27,100
03无排行有提醒,皖AT0633,2020/8/27,100
02有排行无提醒,皖AT0576,2020/8/27,100
02有排行无提醒,粤SL3H57,2020/8/27,100
03无排行有提醒,粤BS207S,2020/8/27,100
04无排行无提醒,粤B83CT2,2020/8/27,100
02有排行无提醒,粤BL05M1,2020/8/27,100
03无排行有提醒,粤B892VK,2020/8/27,100
04无排行无提醒,粤B0Y92H,2020/8/27,100
02有排行无提醒,粤B7U0H5,2020/8/27,100
03无排行有提醒,渝D865V3,2020/8/27,100
01有排行有提醒,粤L39ES3,2020/8/27,100
02有排行无提醒,皖AT0543,2020/8/27,100
03无排行有提醒,皖AT0549,2020/8/27,100
04无排行无提醒,皖AT0560,2020/8/27,100
01有排行有提醒,皖AT0619,2020/8/27,100
04无排行无提醒,皖AT0666,2020/8/27,100
02有排行无提醒,皖AT0575,2020/8/27,100
03无排行有提醒,皖AT0589,2020/8/27,100
02有排行无提醒,皖AT0657,2020/8/27,100
01有排行有提醒,皖AT0547,2020/8/27,100
04无排行无提醒,皖AT0616,2020/8/27,100
03无排行有提醒,皖AT0539,2020/8/27,100
01有排行有提醒,皖AT0600,2020/8/27,100
04无排行无提醒,皖AT0661,2020/8/27,100
03无排行有提醒,皖AT0579,2020/8/27,100
04无排行无提醒,粤BP439V,2020/8/27,100
04无排行无提醒,粤B3RC91,2020/8/27,100
02有排行无提醒,粤JCL629,2020/8/27,100
03无排行有提醒,粤B3AU48,2020/8/27,100
01有排行有提醒,皖AT0626,2020/8/27,100
01有排行有提醒,粤LBY602,2020/8/27,100
04无排行无提醒,粤B4C0S6,2020/8/27,100
02有排行无提醒,闽C88DN2,2020/8/27,100
04无排行无提醒,粤STB959,2020/8/27,100
02有排行无提醒,皖AYY059,2020/8/27,100
02有排行无提醒,粤B3Q03K,2020/8/27,100
01有排行有提醒,粤S45B27,2020/8/27,100
03无排行有提醒,粤B533CJ,2020/8/27,100
03无排行有提醒,粤BY1047,2020/8/27,100
01有排行有提醒,粤B3R80W,2020/8/27,100
04无排行无提醒,粤PR5795,2020/8/27,100
01有排行有提醒,粤B2K335,2020/8/27,100
03无排行有提醒,粤STC809,2020/8/27,100
04无排行无提醒,粤S09158,2020/8/27,100
02有排行无提醒,粤B9XN26,2020/8/27,100
01有排行有提醒,粤BH218W,2020/8/27,100
03无排行有提醒,粤B2X562,2020/8/27,100
01有排行有提醒,皖AT0642,2020/8/27,92.96
03无排行有提醒,皖AT0591,2020/8/27,88.3
01有排行有提醒,粤BT2220,2020/8/27,85.97
02有排行无提醒,皖AT0541,2020/8/27,71.96
02有排行无提醒,皖AT0620,2020/8/27,64.17
01有排行有提醒,皖AT0568,2020/8/27,58.34
01有排行有提醒,皖AT0650,2020/8/27,56.84
03无排行有提醒,皖AT0596,2020/8/27,52.82
03无排行有提醒,皖AT0621,2020/8/27,49.59
03无排行有提醒,皖AT0632,2020/8/27,48.14
04无排行无提醒,皖AT0658,2020/8/27,47.94
04无排行无提醒,皖AT0623,2020/8/27,47.83
02有排行无提醒,皖AT0613,2020/8/27,42.21
02有排行无提醒,皖AT0601,2020/8/27,39.98
01有排行有提醒,皖AT0553,2020/8/27,39.08
04无排行无提醒,皖AT0540,2020/8/27,38.54
03无排行有提醒,皖AT0631,2020/8/27,35.25
03无排行有提醒,皖AT0563,2020/8/27,34.93
01有排行有提醒,皖AT0665,2020/8/27,31.56
04无排行无提醒,皖AT0565,2020/8/27,25.39
01有排行有提醒,皖AT0599,2020/8/27,25.08
04无排行无提醒,皖AT0608,2020/8/27,17.15
01有排行有提醒,皖AT0628,2020/8/27,8.52
01有排行有提醒,粤B048RX,2020/8/27,0
02有排行无提醒,粤BN8G52,2020/8/27,0
03无排行有提醒,粤TEST01,2020/8/27,0
01有排行有提醒,皖AT0609,2020/8/27,0
04无排行无提醒,皖AT0556,2020/8/27,0
02有排行无提醒,皖AT0641,2020/8/27,0
02有排行无提醒,皖AT0580,2020/8/28,100
03无排行有提醒,皖AT0633,2020/8/28,100
02有排行无提醒,皖AT0576,2020/8/28,100
02有排行无提醒,粤SL3H57,2020/8/28,100
03无排行有提醒,粤BS207S,2020/8/28,100
04无排行无提醒,粤B83CT2,2020/8/28,100
02有排行无提醒,粤BL05M1,2020/8/28,100
03无排行有提醒,粤B892VK,2020/8/28,100
04无排行无提醒,粤B0Y92H,2020/8/28,100
02有排行无提醒,粤B7U0H5,2020/8/28,100
03无排行有提醒,渝D865V3,2020/8/28,100
01有排行有提醒,粤L39ES3,2020/8/28,100
02有排行无提醒,皖AT0543,2020/8/28,100
03无排行有提醒,皖AT0549,2020/8/28,100
04无排行无提醒,皖AT0560,2020/8/28,100
01有排行有提醒,皖AT0619,2020/8/28,100
04无排行无提醒,皖AT0666,2020/8/28,100
02有排行无提醒,皖AT0575,2020/8/28,100
03无排行有提醒,皖AT0589,2020/8/28,100
02有排行无提醒,皖AT0657,2020/8/28,100
01有排行有提醒,皖AT0547,2020/8/28,100
04无排行无提醒,皖AT0616,2020/8/28,100
03无排行有提醒,皖AT0539,2020/8/28,100
01有排行有提醒,皖AT0600,2020/8/28,100
04无排行无提醒,皖AT0661,2020/8/28,100
03无排行有提醒,皖AT0579,2020/8/28,100
04无排行无提醒,粤BP439V,2020/8/28,100
04无排行无提醒,粤B3RC91,2020/8/28,100
01有排行有提醒,粤S45B27,2020/8/28,100
02有排行无提醒,粤JCL629,2020/8/28,100
03无排行有提醒,粤B3AU48,2020/8/28,100
01有排行有提醒,皖AT0626,2020/8/28,100
02有排行无提醒,皖AYY059,2020/8/28,100
01有排行有提醒,粤LBY602,2020/8/28,100
04无排行无提醒,粤B4C0S6,2020/8/28,100
02有排行无提醒,闽C88DN2,2020/8/28,100
04无排行无提醒,粤STB959,2020/8/28,100
02有排行无提醒,粤B3Q03K,2020/8/28,100
03无排行有提醒,粤B533CJ,2020/8/28,100
04无排行无提醒,粤S09158,2020/8/28,100
02有排行无提醒,粤B9XN26,2020/8/28,100
03无排行有提醒,粤BY1047,2020/8/28,100
04无排行无提醒,粤PR5795,2020/8/28,100
01有排行有提醒,粤B2K335,2020/8/28,100
01有排行有提醒,粤BH218W,2020/8/28,100
03无排行有提醒,粤B2X562,2020/8/28,100
03无排行有提醒,粤STC809,2020/8/28,100
01有排行有提醒,粤B3R80W,2020/8/28,100
01有排行有提醒,皖AT0642,2020/8/28,91.96
01有排行有提醒,粤BT2220,2020/8/28,84.21
04无排行无提醒,皖AT0658,2020/8/28,76.69
03无排行有提醒,皖AT0563,2020/8/28,63.47
01有排行有提醒,皖AT0650,2020/8/28,58.8
01有排行有提醒,皖AT0599,2020/8/28,58.16
02有排行无提醒,皖AT0541,2020/8/28,57.01
03无排行有提醒,皖AT0632,2020/8/28,56.6
01有排行有提醒,皖AT0665,2020/8/28,53.6
04无排行无提醒,皖AT0565,2020/8/28,52.35
04无排行无提醒,皖AT0540,2020/8/28,49.79
02有排行无提醒,皖AT0601,2020/8/28,49.04
03无排行有提醒,皖AT0596,2020/8/28,48.21
03无排行有提醒,皖AT0621,2020/8/28,39.35
01有排行有提醒,皖AT0568,2020/8/28,36.9
01有排行有提醒,皖AT0553,2020/8/28,36.11
03无排行有提醒,皖AT0591,2020/8/28,31.55
02有排行无提醒,皖AT0620,2020/8/28,25.92
01有排行有提醒,皖AT0628,2020/8/28,25.76
03无排行有提醒,皖AT0631,2020/8/28,21.75
04无排行无提醒,皖AT0623,2020/8/28,21.08
02有排行无提醒,皖AT0613,2020/8/28,20.29
04无排行无提醒,皖AT0608,2020/8/28,1.34
01有排行有提醒,粤B048RX,2020/8/28,0
03无排行有提醒,粤TEST01,2020/8/28,0
02有排行无提醒,粤BN8G52,2020/8/28,0
01有排行有提醒,皖AT0609,2020/8/28,0
04无排行无提醒,皖AT0556,2020/8/28,0
02有排行无提醒,皖AT0641,2020/8/28,0
02有排行无提醒,皖AT0580,2020/8/29,100
03无排行有提醒,皖AT0633,2020/8/29,100
02有排行无提醒,皖AT0576,2020/8/29,100
02有排行无提醒,粤SL3H57,2020/8/29,100
03无排行有提醒,粤BS207S,2020/8/29,100
04无排行无提醒,粤B83CT2,2020/8/29,100
02有排行无提醒,粤BL05M1,2020/8/29,100
03无排行有提醒,粤B892VK,2020/8/29,100
04无排行无提醒,粤B0Y92H,2020/8/29,100
02有排行无提醒,粤B7U0H5,2020/8/29,100
03无排行有提醒,渝D865V3,2020/8/29,100
01有排行有提醒,粤L39ES3,2020/8/29,100
02有排行无提醒,皖AT0543,2020/8/29,100
03无排行有提醒,皖AT0549,2020/8/29,100
04无排行无提醒,皖AT0560,2020/8/29,100
01有排行有提醒,皖AT0619,2020/8/29,100
04无排行无提醒,皖AT0666,2020/8/29,100
02有排行无提醒,皖AT0575,2020/8/29,100
03无排行有提醒,皖AT0589,2020/8/29,100
02有排行无提醒,皖AT0657,2020/8/29,100
01有排行有提醒,皖AT0547,2020/8/29,100
04无排行无提醒,皖AT0616,2020/8/29,100
03无排行有提醒,皖AT0539,2020/8/29,100
01有排行有提醒,皖AT0600,2020/8/29,100
04无排行无提醒,皖AT0661,2020/8/29,100
03无排行有提醒,皖AT0579,2020/8/29,100
04无排行无提醒,粤BP439V,2020/8/29,100
04无排行无提醒,粤B3RC91,2020/8/29,100
01有排行有提醒,粤S45B27,2020/8/29,100
02有排行无提醒,粤JCL629,2020/8/29,100
03无排行有提醒,粤B3AU48,2020/8/29,100
02有排行无提醒,皖AYY059,2020/8/29,100
02有排行无提醒,粤B3Q03K,2020/8/29,100
01有排行有提醒,皖AT0626,2020/8/29,100
01有排行有提醒,粤LBY602,2020/8/29,100
04无排行无提醒,粤B4C0S6,2020/8/29,100
02有排行无提醒,闽C88DN2,2020/8/29,100
03无排行有提醒,粤B533CJ,2020/8/29,100
03无排行有提醒,粤B2X562,2020/8/29,100
03无排行有提醒,粤STC809,2020/8/29,100
01有排行有提醒,粤B2K335,2020/8/29,100
04无排行无提醒,粤PR5795,2020/8/29,100
03无排行有提醒,粤BY1047,2020/8/29,100
01有排行有提醒,粤B3R80W,2020/8/29,100
04无排行无提醒,粤S09158,2020/8/29,100
02有排行无提醒,粤B9XN26,2020/8/29,100
01有排行有提醒,粤BH218W,2020/8/29,100
04无排行无提醒,粤STB959,2020/8/29,100
01有排行有提醒,粤BT2220,2020/8/29,92.77
01有排行有提醒,皖AT0642,2020/8/29,92.71
02有排行无提醒,皖AT0620,2020/8/29,78.71
03无排行有提醒,皖AT0563,2020/8/29,72.35
03无排行有提醒,皖AT0621,2020/8/29,65.93
02有排行无提醒,皖AT0541,2020/8/29,63.99
03无排行有提醒,皖AT0632,2020/8/29,62.51
04无排行无提醒,皖AT0565,2020/8/29,52.45
01有排行有提醒,皖AT0650,2020/8/29,51.37
04无排行无提醒,皖AT0658,2020/8/29,50.59
03无排行有提醒,皖AT0596,2020/8/29,49.18
01有排行有提醒,皖AT0665,2020/8/29,47.98
03无排行有提醒,皖AT0591,2020/8/29,43.12
01有排行有提醒,皖AT0628,2020/8/29,40.79
01有排行有提醒,皖AT0568,2020/8/29,40.51
02有排行无提醒,皖AT0601,2020/8/29,39.73
03无排行有提醒,皖AT0631,2020/8/29,37.49
02有排行无提醒,皖AT0613,2020/8/29,26.74
01有排行有提醒,皖AT0599,2020/8/29,26.52
04无排行无提醒,皖AT0608,2020/8/29,25.29
04无排行无提醒,皖AT0540,2020/8/29,22.06
01有排行有提醒,皖AT0553,2020/8/29,17.63
04无排行无提醒,皖AT0623,2020/8/29,9.53
01有排行有提醒,皖AT0609,2020/8/29,0
02有排行无提醒,粤BN8G52,2020/8/29,0
01有排行有提醒,粤B048RX,2020/8/29,0
03无排行有提醒,粤TEST01,2020/8/29,0
04无排行无提醒,皖AT0556,2020/8/29,0
02有排行无提醒,皖AT0641,2020/8/29,0
02有排行无提醒,皖AT0580,2020/8/30,100
03无排行有提醒,皖AT0633,2020/8/30,100
02有排行无提醒,皖AT0576,2020/8/30,100
02有排行无提醒,粤SL3H57,2020/8/30,100
03无排行有提醒,粤BS207S,2020/8/30,100
04无排行无提醒,粤B83CT2,2020/8/30,100
02有排行无提醒,粤BL05M1,2020/8/30,100
03无排行有提醒,粤B892VK,2020/8/30,100
04无排行无提醒,粤B0Y92H,2020/8/30,100
02有排行无提醒,粤B7U0H5,2020/8/30,100
03无排行有提醒,渝D865V3,2020/8/30,100
01有排行有提醒,粤L39ES3,2020/8/30,100
02有排行无提醒,皖AT0543,2020/8/30,100
03无排行有提醒,皖AT0549,2020/8/30,100
04无排行无提醒,皖AT0560,2020/8/30,100
01有排行有提醒,皖AT0619,2020/8/30,100
04无排行无提醒,皖AT0666,2020/8/30,100
02有排行无提醒,皖AT0575,2020/8/30,100
03无排行有提醒,皖AT0589,2020/8/30,100
02有排行无提醒,皖AT0657,2020/8/30,100
01有排行有提醒,皖AT0547,2020/8/30,100
04无排行无提醒,皖AT0616,2020/8/30,100
03无排行有提醒,皖AT0539,2020/8/30,100
01有排行有提醒,皖AT0600,2020/8/30,100
04无排行无提醒,皖AT0661,2020/8/30,100
03无排行有提醒,皖AT0579,2020/8/30,100
04无排行无提醒,粤BP439V,2020/8/30,100
04无排行无提醒,粤B3RC91,2020/8/30,100
01有排行有提醒,粤S45B27,2020/8/30,100
02有排行无提醒,粤JCL629,2020/8/30,100
03无排行有提醒,粤B3AU48,2020/8/30,100
02有排行无提醒,皖AYY059,2020/8/30,100
01有排行有提醒,皖AT0626,2020/8/30,100
01有排行有提醒,粤LBY602,2020/8/30,100
04无排行无提醒,粤B4C0S6,2020/8/30,100
02有排行无提醒,闽C88DN2,2020/8/30,100
04无排行无提醒,粤STB959,2020/8/30,100
03无排行有提醒,粤B533CJ,2020/8/30,100
02有排行无提醒,粤B3Q03K,2020/8/30,100
03无排行有提醒,粤BY1047,2020/8/30,100
01有排行有提醒,粤B3R80W,2020/8/30,100
01有排行有提醒,粤B2K335,2020/8/30,100
03无排行有提醒,粤STC809,2020/8/30,100
04无排行无提醒,粤S09158,2020/8/30,100
02有排行无提醒,粤B9XN26,2020/8/30,100
03无排行有提醒,粤B2X562,2020/8/30,100
01有排行有提醒,粤BH218W,2020/8/30,100
01有排行有提醒,粤BT2220,2020/8/30,100
04无排行无提醒,粤PR5795,2020/8/30,100
01有排行有提醒,皖AT0642,2020/8/30,91.3
03无排行有提醒,皖AT0563,2020/8/30,88.65
03无排行有提醒,皖AT0632,2020/8/30,65.91
02有排行无提醒,皖AT0620,2020/8/30,64.6
02有排行无提醒,皖AT0541,2020/8/30,64.2
03无排行有提醒,皖AT0621,2020/8/30,61.22
04无排行无提醒,皖AT0658,2020/8/30,54.63
01有排行有提醒,皖AT0568,2020/8/30,46.29
02有排行无提醒,皖AT0601,2020/8/30,45.71
02有排行无提醒,皖AT0613,2020/8/30,43.98
01有排行有提醒,皖AT0628,2020/8/30,40.14
04无排行无提醒,皖AT0565,2020/8/30,40.13
01有排行有提醒,皖AT0553,2020/8/30,35.61
03无排行有提醒,皖AT0596,2020/8/30,34.44
01有排行有提醒,皖AT0599,2020/8/30,33.49
03无排行有提醒,皖AT0631,2020/8/30,32.89
04无排行无提醒,皖AT0608,2020/8/30,30.88
01有排行有提醒,皖AT0665,2020/8/30,27.77
04无排行无提醒,皖AT0623,2020/8/30,15.99
04无排行无提醒,皖AT0540,2020/8/30,15.36
01有排行有提醒,皖AT0650,2020/8/30,10.14
03无排行有提醒,粤TEST01,2020/8/30,0
01有排行有提醒,皖AT0609,2020/8/30,0
04无排行无提醒,皖AT0556,2020/8/30,0
