部门,车牌号,日期,驾驶行为评分
01有排行有提醒,粤B048RX,2020/8/9,0
03无排行有提醒,粤TEST01,2020/8/9,0
04无排行无提醒,皖AT0556,2020/8/9,0
02有排行无提醒,粤BN8G52,2020/8/9,0
02有排行无提醒,皖AT0641,2020/8/9,0
02有排行无提醒,皖AT0580,2020/8/10,100
02有排行无提醒,皖AT0543,2020/8/10,100
03无排行有提醒,皖AT0633,2020/8/10,100
02有排行无提醒,皖AT0576,2020/8/10,100
02有排行无提醒,粤SL3H57,2020/8/10,100
03无排行有提醒,粤BS207S,2020/8/10,100
04无排行无提醒,粤B83CT2,2020/8/10,100
03无排行有提醒,粤B892VK,2020/8/10,100
04无排行无提醒,粤B0Y92H,2020/8/10,100
02有排行无提醒,粤B7U0H5,2020/8/10,100
03无排行有提醒,渝D865V3,2020/8/10,100
01有排行有提醒,粤L39ES3,2020/8/10,100
03无排行有提醒,皖AT0549,2020/8/10,100
04无排行无提醒,皖AT0560,2020/8/10,100
01有排行有提醒,皖AT0619,2020/8/10,100
04无排行无提醒,皖AT0666,2020/8/10,100
02有排行无提醒,皖AT0575,2020/8/10,100
03无排行有提醒,皖AT0589,2020/8/10,100
02有排行无提醒,皖AT0657,2020/8/10,100
01有排行有提醒,皖AT0547,2020/8/10,100
04无排行无提醒,皖AT0616,2020/8/10,100
03无排行有提醒,皖AT0539,2020/8/10,100
01有排行有提醒,皖AT0600,2020/8/10,100
04无排行无提醒,皖AT0661,2020/8/10,100
03无排行有提醒,皖AT0579,2020/8/10,100
04无排行无提醒,粤BP439V,2020/8/10,100
03无排行有提醒,粤STC809,2020/8/10,100
04无排行无提醒,粤B3RC91,2020/8/10,100
03无排行有提醒,粤B533CJ,2020/8/10,100
01有排行有提醒,粤S45B27,2020/8/10,100
02有排行无提醒,粤JCL629,2020/8/10,100
03无排行有提醒,粤B3AU48,2020/8/10,100
02有排行无提醒,粤B3Q03K,2020/8/10,100
04无排行无提醒,粤STB959,2020/8/10,100
01有排行有提醒,皖AT0626,2020/8/10,100
02有排行无提醒,闽C88DN2,2020/8/10,100
01有排行有提醒,粤LBY602,2020/8/10,100
02有排行无提醒,皖AYY059,2020/8/10,100
01有排行有提醒,粤B2K335,2020/8/10,100
04无排行无提醒,粤PR5795,2020/8/10,100
03无排行有提醒,粤BY1047,2020/8/10,100
01有排行有提醒,粤B3R80W,2020/8/10,100
03无排行有提醒,粤B2X562,2020/8/10,100
04无排行无提醒,粤S09158,2020/8/10,100
02有排行无提醒,粤B9XN26,2020/8/10,100
01有排行有提醒,粤BH218W,2020/8/10,100
04无排行无提醒,粤B4C0S6,2020/8/10,100
01有排行有提醒,粤BT2220,2020/8/10,88.36
02有排行无提醒,粤BL05M1,2020/8/10,85.7
01有排行有提醒,皖AT0642,2020/8/10,84.82
01有排行有提醒,皖AT0650,2020/8/10,71.68
03无排行有提醒,皖AT0563,2020/8/10,71.13
03无排行有提醒,皖AT0632,2020/8/10,68.66
02有排行无提醒,皖AT0620,2020/8/10,68.57
03无排行有提醒,皖AT0596,2020/8/10,63.55
04无排行无提醒,皖AT0658,2020/8/10,60.46
03无排行有提醒,皖AT0621,2020/8/10,60.01
01有排行有提醒,皖AT0568,2020/8/10,58.96
01有排行有提醒,皖AT0599,2020/8/10,57.87
03无排行有提醒,皖AT0591,2020/8/10,52.79
02有排行无提醒,皖AT0613,2020/8/10,43.46
01有排行有提醒,皖AT0628,2020/8/10,41.31
02有排行无提醒,皖AT0601,2020/8/10,40.94
02有排行无提醒,皖AT0541,2020/8/10,37.84
03无排行有提醒,皖AT0631,2020/8/10,37.63
04无排行无提醒,皖AT0540,2020/8/10,35.98
01有排行有提醒,皖AT0553,2020/8/10,34.77
01有排行有提醒,皖AT0665,2020/8/10,27.88
04无排行无提醒,皖AT0608,2020/8/10,27.25
04无排行无提醒,皖AT0565,2020/8/10,25.34
04无排行无提醒,皖AT0623,2020/8/10,19.52
03无排行有提醒,粤TEST01,2020/8/10,0
04无排行无提醒,皖AT0556,2020/8/10,0
02有排行无提醒,粤BN8G52,2020/8/10,0
01有排行有提醒,皖AT0609,2020/8/10,0
01有排行有提醒,粤B048RX,2020/8/10,0
02有排行无提醒,皖AT0641,2020/8/10,0
02有排行无提醒,皖AT0580,2020/8/11,100
02有排行无提醒,皖AT0543,2020/8/11,100
03无排行有提醒,皖AT0633,2020/8/11,100
02有排行无提醒,皖AT0576,2020/8/11,100
02有排行无提醒,粤SL3H57,2020/8/11,100
03无排行有提醒,粤BS207S,2020/8/11,100
04无排行无提醒,粤B83CT2,2020/8/11,100
03无排行有提醒,粤B892VK,2020/8/11,100
04无排行无提醒,粤B0Y92H,2020/8/11,100
02有排行无提醒,粤B7U0H5,2020/8/11,100
03无排行有提醒,渝D865V3,2020/8/11,100
01有排行有提醒,粤L39ES3,2020/8/11,100
03无排行有提醒,皖AT0549,2020/8/11,100
04无排行无提醒,皖AT0560,2020/8/11,100
01有排行有提醒,皖AT0619,2020/8/11,100
04无排行无提醒,皖AT0666,2020/8/11,100
02有排行无提醒,皖AT0575,2020/8/11,100
03无排行有提醒,皖AT0589,2020/8/11,100
02有排行无提醒,皖AT0657,2020/8/11,100
01有排行有提醒,皖AT0547,2020/8/11,100
04无排行无提醒,皖AT0616,2020/8/11,100
03无排行有提醒,皖AT0539,2020/8/11,100
01有排行有提醒,皖AT0600,2020/8/11,100
04无排行无提醒,皖AT0661,2020/8/11,100
03无排行有提醒,皖AT0579,2020/8/11,100
04无排行无提醒,粤BP439V,2020/8/11,100
03无排行有提醒,粤STC809,2020/8/11,100
04无排行无提醒,粤B3RC91,2020/8/11,100
03无排行有提醒,粤B533CJ,2020/8/11,100
01有排行有提醒,粤S45B27,2020/8/11,100
02有排行无提醒,粤JCL629,2020/8/11,100
03无排行有提醒,粤B3AU48,2020/8/11,100
02有排行无提醒,粤B3Q03K,2020/8/11,100
01有排行有提醒,皖AT0626,2020/8/11,100
04无排行无提醒,粤STB959,2020/8/11,100
01有排行有提醒,粤LBY602,2020/8/11,100
04无排行无提醒,粤B4C0S6,2020/8/11,100
02有排行无提醒,皖AYY059,2020/8/11,100
01有排行有提醒,粤B2K335,2020/8/11,100
04无排行无提醒,粤PR5795,2020/8/11,100
03无排行有提醒,粤BY1047,2020/8/11,100
01有排行有提醒,粤B3R80W,2020/8/11,100
02有排行无提醒,闽C88DN2,2020/8/11,100
03无排行有提醒,粤B2X562,2020/8/11,100
04无排行无提醒,粤S09158,2020/8/11,100
02有排行无提醒,粤B9XN26,2020/8/11,100
01有排行有提醒,粤BH218W,2020/8/11,100
01有排行有提醒,皖AT0650,2020/8/11,88.65
02有排行无提醒,粤BL05M1,2020/8/11,87.56
01有排行有提醒,粤BT2220,2020/8/11,87.19
01有排行有提醒,皖AT0642,2020/8/11,85.18
04无排行无提醒,皖AT0658,2020/8/11,80.4
02有排行无提醒,皖AT0620,2020/8/11,76.21
02有排行无提醒,皖AT0541,2020/8/11,73.64
02有排行无提醒,皖AT0613,2020/8/11,67.52
03无排行有提醒,皖AT0621,2020/8/11,66.93
03无排行有提醒,皖AT0632,2020/8/11,58.19
01有排行有提醒,皖AT0599,2020/8/11,53.17
03无排行有提醒,皖AT0563,2020/8/11,44.37
01有排行有提醒,皖AT0628,2020/8/11,44.12
02有排行无提醒,皖AT0601,2020/8/11,42.68
03无排行有提醒,皖AT0596,2020/8/11,42.41
03无排行有提醒,皖AT0591,2020/8/11,39.66
04无排行无提醒,皖AT0540,2020/8/11,38.71
01有排行有提醒,皖AT0665,2020/8/11,36.41
01有排行有提醒,皖AT0568,2020/8/11,35.63
03无排行有提醒,皖AT0631,2020/8/11,31.72
01有排行有提醒,皖AT0553,2020/8/11,30.75
04无排行无提醒,皖AT0565,2020/8/11,21.97
04无排行无提醒,皖AT0623,2020/8/11,5.18
03无排行有提醒,粤TEST01,2020/8/11,0
01有排行有提醒,粤B048RX,2020/8/11,0
01有排行有提醒,皖AT0609,2020/8/11,0
04无排行无提醒,皖AT0556,2020/8/11,0
02有排行无提醒,粤BN8G52,2020/8/11,0
02有排行无提醒,皖AT0641,2020/8/11,0
04无排行无提醒,皖AT0608,2020/8/11,-19.46
02有排行无提醒,皖AT0580,2020/8/12,100
02有排行无提醒,皖AT0543,2020/8/12,100
03无排行有提醒,皖AT0633,2020/8/12,100
02有排行无提醒,皖AT0576,2020/8/12,100
02有排行无提醒,粤SL3H57,2020/8/12,100
03无排行有提醒,粤BS207S,2020/8/12,100
04无排行无提醒,粤B83CT2,2020/8/12,100
03无排行有提醒,粤B892VK,2020/8/12,100
04无排行无提醒,粤B0Y92H,2020/8/12,100
02有排行无提醒,粤B7U0H5,2020/8/12,100
03无排行有提醒,渝D865V3,2020/8/12,100
01有排行有提醒,粤L39ES3,2020/8/12,100
03无排行有提醒,皖AT0549,2020/8/12,100
04无排行无提醒,皖AT0560,2020/8/12,100
01有排行有提醒,皖AT0619,2020/8/12,100
04无排行无提醒,皖AT0666,2020/8/12,100
02有排行无提醒,皖AT0575,2020/8/12,100
03无排行有提醒,皖AT0589,2020/8/12,100
02有排行无提醒,皖AT0657,2020/8/12,100
01有排行有提醒,皖AT0547,2020/8/12,100
04无排行无提醒,皖AT0616,2020/8/12,100
03无排行有提醒,皖AT0539,2020/8/12,100
01有排行有提醒,皖AT0600,2020/8/12,100
04无排行无提醒,皖AT0661,2020/8/12,100
03无排行有提醒,皖AT0579,2020/8/12,100
04无排行无提醒,粤BP439V,2020/8/12,100
03无排行有提醒,粤STC809,2020/8/12,100
04无排行无提醒,粤B3RC91,2020/8/12,100
02有排行无提醒,粤B3Q03K,2020/8/12,100
03无排行有提醒,粤B533CJ,2020/8/12,100
04无排行无提醒,粤STB959,2020/8/12,100
01有排行有提醒,粤S45B27,2020/8/12,100
02有排行无提醒,粤JCL629,2020/8/12,100
03无排行有提醒,粤B3AU48,2020/8/12,100
01有排行有提醒,皖AT0626,2020/8/12,100
02有排行无提醒,闽C88DN2,2020/8/12,100
04无排行无提醒,粤B4C0S6,2020/8/12,100
01有排行有提醒,粤BH218W,2020/8/12,100
01有排行有提醒,粤B2K335,2020/8/12,100
04无排行无提醒,粤PR5795,2020/8/12,100
03无排行有提醒,粤BY1047,2020/8/12,100
01有排行有提醒,粤B3R80W,2020/8/12,100
03无排行有提醒,粤B2X562,2020/8/12,100
04无排行无提醒,粤S09158,2020/8/12,100
02有排行无提醒,皖AYY059,2020/8/12,100
02有排行无提醒,粤B9XN26,2020/8/12,100
01有排行有提醒,粤LBY602,2020/8/12,100
02有排行无提醒,皖AT0613,2020/8/12,98.75
01有排行有提醒,皖AT0642,2020/8/12,90.76
02有排行无提醒,粤BL05M1,2020/8/12,85.38
04无排行无提醒,皖AT0540,2020/8/12,80.8
02有排行无提醒,皖AT0620,2020/8/12,77.05
01有排行有提醒,粤BT2220,2020/8/12,76.8
01有排行有提醒,皖AT0568,2020/8/12,69.55
02有排行无提醒,皖AT0601,2020/8/12,60.41
02有排行无提醒,皖AT0541,2020/8/12,59.11
01有排行有提醒,皖AT0599,2020/8/12,58.88
04无排行无提醒,皖AT0658,2020/8/12,55.4
04无排行无提醒,皖AT0623,2020/8/12,53.67
03无排行有提醒,皖AT0563,2020/8/12,48.76
01有排行有提醒,皖AT0628,2020/8/12,48.41
03无排行有提醒,皖AT0596,2020/8/12,46.86
03无排行有提醒,皖AT0621,2020/8/12,43.3
01有排行有提醒,皖AT0650,2020/8/12,38.58
04无排行无提醒,皖AT0565,2020/8/12,37.54
04无排行无提醒,皖AT0608,2020/8/12,36.19
03无排行有提醒,皖AT0632,2020/8/12,28.94
01有排行有提醒,皖AT0665,2020/8/12,23.75
01有排行有提醒,皖AT0553,2020/8/12,22.29
03无排行有提醒,皖AT0631,2020/8/12,20.49
03无排行有提醒,皖AT0591,2020/8/12,15.17
02有排行无提醒,粤BN8G52,2020/8/12,0
03无排行有提醒,粤TEST01,2020/8/12,0
04无排行无提醒,皖AT0556,2020/8/12,0
01有排行有提醒,皖AT0609,2020/8/12,0
01有排行有提醒,粤B048RX,2020/8/12,0
02有排行无提醒,皖AT0641,2020/8/12,0
02有排行无提醒,皖AT0580,2020/8/13,100
02有排行无提醒,皖AT0543,2020/8/13,100
03无排行有提醒,皖AT0633,2020/8/13,100
02有排行无提醒,皖AT0576,2020/8/13,100
02有排行无提醒,粤SL3H57,2020/8/13,100
03无排行有提醒,粤BS207S,2020/8/13,100
04无排行无提醒,粤B83CT2,2020/8/13,100
03无排行有提醒,粤B892VK,2020/8/13,100
04无排行无提醒,粤B0Y92H,2020/8/13,100
02有排行无提醒,粤B7U0H5,2020/8/13,100
03无排行有提醒,渝D865V3,2020/8/13,100
01有排行有提醒,粤L39ES3,2020/8/13,100
03无排行有提醒,皖AT0549,2020/8/13,100
04无排行无提醒,皖AT0560,2020/8/13,100
01有排行有提醒,皖AT0619,2020/8/13,100
04无排行无提醒,皖AT0666,2020/8/13,100
02有排行无提醒,皖AT0575,2020/8/13,100
03无排行有提醒,皖AT0589,2020/8/13,100
02有排行无提醒,皖AT0657,2020/8/13,100
01有排行有提醒,皖AT0547,2020/8/13,100
04无排行无提醒,皖AT0616,2020/8/13,100
03无排行有提醒,皖AT0539,2020/8/13,100
01有排行有提醒,皖AT0600,2020/8/13,100
04无排行无提醒,皖AT0661,2020/8/13,100
03无排行有提醒,皖AT0579,2020/8/13,100
04无排行无提醒,粤BP439V,2020/8/13,100
03无排行有提醒,粤STC809,2020/8/13,100
04无排行无提醒,粤B3RC91,2020/8/13,100
02有排行无提醒,粤B3Q03K,2020/8/13,100
03无排行有提醒,粤B533CJ,2020/8/13,100
04无排行无提醒,粤STB959,2020/8/13,100
01有排行有提醒,粤S45B27,2020/8/13,100
02有排行无提醒,粤JCL629,2020/8/13,100
03无排行有提醒,粤B3AU48,2020/8/13,100
02有排行无提醒,闽C88DN2,2020/8/13,100
01有排行有提醒,皖AT0626,2020/8/13,100
04无排行无提醒,粤B4C0S6,2020/8/13,100
01有排行有提醒,粤BH218W,2020/8/13,100
01有排行有提醒,粤B2K335,2020/8/13,100
04无排行无提醒,粤PR5795,2020/8/13,100
03无排行有提醒,粤BY1047,2020/8/13,100
01有排行有提醒,粤B3R80W,2020/8/13,100
03无排行有提醒,粤B2X562,2020/8/13,100
04无排行无提醒,粤S09158,2020/8/13,100
02有排行无提醒,皖AYY059,2020/8/13,100
02有排行无提醒,粤B9XN26,2020/8/13,100
01有排行有提醒,粤LBY602,2020/8/13,100
01有排行有提醒,皖AT0642,2020/8/13,89.67
01有排行有提醒,粤BT2220,2020/8/13,86.34
02有排行无提醒,粤BL05M1,2020/8/13,84.12
03无排行有提醒,皖AT0563,2020/8/13,65.51
04无排行无提醒,皖AT0540,2020/8/13,61.41
03无排行有提醒,皖AT0621,2020/8/13,59.96
02有排行无提醒,皖AT0613,2020/8/13,59.68
02有排行无提醒,皖AT0541,2020/8/13,59.26
02有排行无提醒,皖AT0620,2020/8/13,54.55
01有排行有提醒,皖AT0650,2020/8/13,54.06
04无排行无提醒,皖AT0658,2020/8/13,50.68
03无排行有提醒,皖AT0596,2020/8/13,49.07
03无排行有提醒,皖AT0632,2020/8/13,48.93
02有排行无提醒,皖AT0601,2020/8/13,43.06
01有排行有提醒,皖AT0665,2020/8/13,38.47
04无排行无提醒,皖AT0565,2020/8/13,38.08
03无排行有提醒,皖AT0631,2020/8/13,37.68
01有排行有提醒,皖AT0599,2020/8/13,36.71
03无排行有提醒,皖AT0591,2020/8/13,35.91
01有排行有提醒,皖AT0553,2020/8/13,30.26
01有排行有提醒,皖AT0568,2020/8/13,29.71
01有排行有提醒,皖AT0628,2020/8/13,27.67
04无排行无提醒,皖AT0608,2020/8/13,21.48
04无排行无提醒,皖AT0623,2020/8/13,6.57
01有排行有提醒,粤B048RX,2020/8/13,0
01有排行有提醒,皖AT0609,2020/8/13,0
02有排行无提醒,粤BN8G52,2020/8/13,0
03无排行有提醒,粤TEST01,2020/8/13,0
04无排行无提醒,皖AT0556,2020/8/13,0
02有排行无提醒,皖AT0641,2020/8/13,0
02有排行无提醒,皖AT0580,2020/8/14,100
02有排行无提醒,皖AT0543,2020/8/14,100
03无排行有提醒,皖AT0633,2020/8/14,100
02有排行无提醒,皖AT0576,2020/8/14,100
02有排行无提醒,粤SL3H57,2020/8/14,100
03无排行有提醒,粤BS207S,2020/8/14,100
04无排行无提醒,粤B83CT2,2020/8/14,100
03无排行有提醒,粤B892VK,2020/8/14,100
04无排行无提醒,粤B0Y92H,2020/8/14,100
02有排行无提醒,粤B7U0H5,2020/8/14,100
03无排行有提醒,渝D865V3,2020/8/14,100
01有排行有提醒,粤L39ES3,2020/8/14,100
03无排行有提醒,皖AT0549,2020/8/14,100
04无排行无提醒,皖AT0560,2020/8/14,100
01有排行有提醒,皖AT0619,2020/8/14,100
04无排行无提醒,皖AT0666,2020/8/14,100
02有排行无提醒,皖AT0575,2020/8/14,100
03无排行有提醒,皖AT0589,2020/8/14,100
02有排行无提醒,皖AT0657,2020/8/14,100
01有排行有提醒,皖AT0547,2020/8/14,100
04无排行无提醒,皖AT0616,2020/8/14,100
03无排行有提醒,皖AT0539,2020/8/14,100
01有排行有提醒,皖AT0600,2020/8/14,100
04无排行无提醒,皖AT0661,2020/8/14,100
03无排行有提醒,皖AT0579,2020/8/14,100
04无排行无提醒,粤BP439V,2020/8/14,100
03无排行有提醒,粤STC809,2020/8/14,100
04无排行无提醒,粤B3RC91,2020/8/14,100
02有排行无提醒,粤B3Q03K,2020/8/14,100
03无排行有提醒,粤B533CJ,2020/8/14,100
04无排行无提醒,粤STB959,2020/8/14,100
01有排行有提醒,粤S45B27,2020/8/14,100
02有排行无提醒,粤JCL629,2020/8/14,100
03无排行有提醒,粤B3AU48,2020/8/14,100
02有排行无提醒,闽C88DN2,2020/8/14,100
01有排行有提醒,皖AT0626,2020/8/14,100
04无排行无提醒,粤B4C0S6,2020/8/14,100
01有排行有提醒,粤BH218W,2020/8/14,100
01有排行有提醒,粤B2K335,2020/8/14,100
04无排行无提醒,粤PR5795,2020/8/14,100
03无排行有提醒,粤BY1047,2020/8/14,100
01有排行有提醒,粤B3R80W,2020/8/14,100
03无排行有提醒,粤B2X562,2020/8/14,100
04无排行无提醒,粤S09158,2020/8/14,100
02有排行无提醒,皖AYY059,2020/8/14,100
02有排行无提醒,粤B9XN26,2020/8/14,100
01有排行有提醒,粤LBY602,2020/8/14,100
01有排行有提醒,皖AT0642,2020/8/14,91.42
01有排行有提醒,粤BT2220,2020/8/14,81.52
02有排行无提醒,皖AT0620,2020/8/14,73.16
02有排行无提醒,粤BL05M1,2020/8/14,63.01
03无排行有提醒,皖AT0563,2020/8/14,60.5
01有排行有提醒,皖AT0568,2020/8/14,56.64
02有排行无提醒,皖AT0541,2020/8/14,50.38
01有排行有提醒,皖AT0553,2020/8/14,48
04无排行无提醒,皖AT0658,2020/8/14,46.04
01有排行有提醒,皖AT0599,2020/8/14,44.28
03无排行有提醒,皖AT0631,2020/8/14,38.92
04无排行无提醒,皖AT0565,2020/8/14,32.71
03无排行有提醒,皖AT0596,2020/8/14,32.34
01有排行有提醒,皖AT0650,2020/8/14,31.39
02有排行无提醒,皖AT0601,2020/8/14,29.99
03无排行有提醒,皖AT0632,2020/8/14,29.65
01有排行有提醒,皖AT0665,2020/8/14,29.04
03无排行有提醒,皖AT0621,2020/8/14,28.16
04无排行无提醒,皖AT0540,2020/8/14,24.99
03无排行有提醒,皖AT0591,2020/8/14,22.99
04无排行无提醒,皖AT0608,2020/8/14,22.68
01有排行有提醒,皖AT0628,2020/8/14,22.18
02有排行无提醒,皖AT0613,2020/8/14,12.42
04无排行无提醒,皖AT0623,2020/8/14,11.14
04无排行无提醒,皖AT0556,2020/8/14,0
02有排行无提醒,粤BN8G52,2020/8/14,0
03无排行有提醒,粤TEST01,2020/8/14,0
01有排行有提醒,皖AT0609,2020/8/14,0
01有排行有提醒,粤B048RX,2020/8/14,0
02有排行无提醒,皖AT0641,2020/8/14,0
02有排行无提醒,皖AT0580,2020/8/15,100
02有排行无提醒,皖AT0543,2020/8/15,100
03无排行有提醒,皖AT0633,2020/8/15,100
02有排行无提醒,皖AT0576,2020/8/15,100
02有排行无提醒,粤SL3H57,2020/8/15,100
03无排行有提醒,粤BS207S,2020/8/15,100
04无排行无提醒,粤B83CT2,2020/8/15,100
03无排行有提醒,粤B892VK,2020/8/15,100
04无排行无提醒,粤B0Y92H,2020/8/15,100
02有排行无提醒,粤B7U0H5,2020/8/15,100
03无排行有提醒,渝D865V3,2020/8/15,100
01有排行有提醒,粤L39ES3,2020/8/15,100
03无排行有提醒,皖AT0549,2020/8/15,100
04无排行无提醒,皖AT0560,2020/8/15,100
01有排行有提醒,皖AT0619,2020/8/15,100
04无排行无提醒,皖AT0666,2020/8/15,100
02有排行无提醒,皖AT0575,2020/8/15,100
03无排行有提醒,皖AT0589,2020/8/15,100
02有排行无提醒,皖AT0657,2020/8/15,100
01有排行有提醒,皖AT0547,2020/8/15,100
04无排行无提醒,皖AT0616,2020/8/15,100
03无排行有提醒,皖AT0539,2020/8/15,100
01有排行有提醒,皖AT0600,2020/8/15,100
04无排行无提醒,皖AT0661,2020/8/15,100
03无排行有提醒,皖AT0579,2020/8/15,100
04无排行无提醒,粤BP439V,2020/8/15,100
03无排行有提醒,粤STC809,2020/8/15,100
04无排行无提醒,粤B3RC91,2020/8/15,100
03无排行有提醒,粤B533CJ,2020/8/15,100
02有排行无提醒,粤B3Q03K,2020/8/15,100
01有排行有提醒,粤S45B27,2020/8/15,100
02有排行无提醒,粤JCL629,2020/8/15,100
03无排行有提醒,粤B3AU48,2020/8/15,100
04无排行无提醒,粤STB959,2020/8/15,100
01有排行有提醒,皖AT0626,2020/8/15,100
02有排行无提醒,闽C88DN2,2020/8/15,100
04无排行无提醒,粤B4C0S6,2020/8/15,100
01有排行有提醒,粤BH218W,2020/8/15,100
01有排行有提醒,粤B2K335,2020/8/15,100
04无排行无提醒,粤PR5795,2020/8/15,100
03无排行有提醒,粤BY1047,2020/8/15,100
01有排行有提醒,粤B3R80W,2020/8/15,100
03无排行有提醒,粤B2X562,2020/8/15,100
04无排行无提醒,粤S09158,2020/8/15,100
02有排行无提醒,粤B9XN26,2020/8/15,100
02有排行无提醒,皖AYY059,2020/8/15,100
01有排行有提醒,粤LBY602,2020/8/15,100
02有排行无提醒,粤BL05M1,2020/8/15,99.41
01有排行有提醒,皖AT0642,2020/8/15,90.72
01有排行有提醒,粤BT2220,2020/8/15,86.4
03无排行有提醒,皖AT0563,2020/8/15,67.49
04无排行无提醒,皖AT0658,2020/8/15,65.87
01有排行有提醒,皖AT0568,2020/8/15,64.96
02有排行无提醒,皖AT0620,2020/8/15,63.94
01有排行有提醒,皖AT0665,2020/8/15,62.93
01有排行有提醒,皖AT0599,2020/8/15,53.4
02有排行无提醒,皖AT0601,2020/8/15,48.38
02有排行无提醒,皖AT0541,2020/8/15,47.93
04无排行无提醒,皖AT0540,2020/8/15,47.85
03无排行有提醒,皖AT0631,2020/8/15,45.46
03无排行有提醒,皖AT0596,2020/8/15,43.5
03无排行有提醒,皖AT0591,2020/8/15,35.52
02有排行无提醒,皖AT0613,2020/8/15,31.59
01有排行有提醒,皖AT0628,2020/8/15,29.92
01有排行有提醒,皖AT0553,2020/8/15,25.55
03无排行有提醒,皖AT0632,2020/8/15,22.56
04无排行无提醒,皖AT0565,2020/8/15,21.15
03无排行有提醒,皖AT0621,2020/8/15,19.9
01有排行有提醒,皖AT0650,2020/8/15,17.28
04无排行无提醒,皖AT0623,2020/8/15,2.12
01有排行有提醒,粤B048RX,2020/8/15,0
01有排行有提醒,皖AT0609,2020/8/15,0
04无排行无提醒,皖AT0556,2020/8/15,0
03无排行有提醒,粤TEST01,2020/8/15,0
02有排行无提醒,粤BN8G52,2020/8/15,0
02有排行无提醒,皖AT0641,2020/8/15,0
04无排行无提醒,皖AT0608,2020/8/15,-13.52
02有排行无提醒,皖AT0580,2020/8/16,100
02有排行无提醒,皖AT0543,2020/8/16,100
03无排行有提醒,皖AT0633,2020/8/16,100
02有排行无提醒,皖AT0576,2020/8/16,100
02有排行无提醒,粤SL3H57,2020/8/16,100
03无排行有提醒,粤BS207S,2020/8/16,100
04无排行无提醒,粤B83CT2,2020/8/16,100
03无排行有提醒,粤B892VK,2020/8/16,100
04无排行无提醒,粤B0Y92H,2020/8/16,100
02有排行无提醒,粤B7U0H5,2020/8/16,100
03无排行有提醒,渝D865V3,2020/8/16,100
01有排行有提醒,粤L39ES3,2020/8/16,100
03无排行有提醒,皖AT0549,2020/8/16,100
04无排行无提醒,皖AT0560,2020/8/16,100
01有排行有提醒,皖AT0619,2020/8/16,100
04无排行无提醒,皖AT0666,2020/8/16,100
02有排行无提醒,皖AT0575,2020/8/16,100
03无排行有提醒,皖AT0589,2020/8/16,100
02有排行无提醒,皖AT0657,2020/8/16,100
01有排行有提醒,皖AT0547,2020/8/16,100
04无排行无提醒,皖AT0616,2020/8/16,100
03无排行有提醒,皖AT0539,2020/8/16,100
01有排行有提醒,皖AT0600,2020/8/16,100
04无排行无提醒,皖AT0661,2020/8/16,100
03无排行有提醒,皖AT0579,2020/8/16,100
04无排行无提醒,粤BP439V,2020/8/16,100
03无排行有提醒,粤STC809,2020/8/16,100
04无排行无提醒,粤B3RC91,2020/8/16,100
02有排行无提醒,粤B3Q03K,2020/8/16,100
03无排行有提醒,粤B533CJ,2020/8/16,100
04无排行无提醒,粤STB959,2020/8/16,100
01有排行有提醒,粤S45B27,2020/8/16,100
02有排行无提醒,粤JCL629,2020/8/16,100
03无排行有提醒,粤B3AU48,2020/8/16,100
02有排行无提醒,闽C88DN2,2020/8/16,100
01有排行有提醒,皖AT0626,2020/8/16,100
04无排行无提醒,粤B4C0S6,2020/8/16,100
01有排行有提醒,粤BH218W,2020/8/16,100
01有排行有提醒,粤B2K335,2020/8/16,100
04无排行无提醒,粤PR5795,2020/8/16,100
03无排行有提醒,粤BY1047,2020/8/16,100
01有排行有提醒,粤B3R80W,2020/8/16,100
03无排行有提醒,粤B2X562,2020/8/16,100
04无排行无提醒,粤S09158,2020/8/16,100
02有排行无提醒,皖AYY059,2020/8/16,100
02有排行无提醒,粤B9XN26,2020/8/16,100
01有排行有提醒,粤LBY602,2020/8/16,100
01有排行有提醒,皖AT0642,2020/8/16,91.79
01有排行有提醒,粤BT2220,2020/8/16,88.22
02有排行无提醒,皖AT0620,2020/8/16,79.46
03无排行有提醒,皖AT0563,2020/8/16,70.56
03无排行有提醒,皖AT0621,2020/8/16,64.18
03无排行有提醒,皖AT0632,2020/8/16,59.66
01有排行有提醒,皖AT0665,2020/8/16,55.36
01有排行有提醒,皖AT0553,2020/8/16,53.69
03无排行有提醒,皖AT0591,2020/8/16,50.23
03无排行有提醒,皖AT0596,2020/8/16,49.03
01有排行有提醒,皖AT0599,2020/8/16,45.72
02有排行无提醒,皖AT0541,2020/8/16,45.54
02有排行无提醒,皖AT0601,2020/8/16,43.07
03无排行有提醒,皖AT0631,2020/8/16,32.24
01有排行有提醒,皖AT0568,2020/8/16,31.68
02有排行无提醒,皖AT0613,2020/8/16,30.75
04无排行无提醒,皖AT0623,2020/8/16,26.8
01有排行有提醒,皖AT0628,2020/8/16,23.01
04无排行无提醒,皖AT0658,2020/8/16,22.6
04无排行无提醒,皖AT0540,2020/8/16,20.68
04无排行无提醒,皖AT0565,2020/8/16,19.11
01有排行有提醒,皖AT0650,2020/8/16,13.98
01有排行有提醒,粤B048RX,2020/8/16,0
01有排行有提醒,皖AT0609,2020/8/16,0
04无排行无提醒,皖AT0556,2020/8/16,0
03无排行有提醒,粤TEST01,2020/8/16,0
02有排行无提醒,粤BN8G52,2020/8/16,0
