20-49次,1,5.56%,,,,,,,,,
2020/3/13,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,12,66.67%,1分-3分,1,100%,,,,,,
3-5次,4,22.22%,,,,,,,,,
10-19次,1,5.56%,,,,,,,,,
20-49次,1,5.56%,,,,,,,,,
2020/3/14,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,12,66.67%,1分-3分,1,100%,,,,,,
3-5次,4,22.22%,,,,,,,,,
10-19次,1,5.56%,,,,,,,,,
20-49次,1,5.56%,,,,,,,,,
2020/3/15,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,12,66.67%,11秒-30秒,1,33.33%,,,,,,
3-5次,4,22.22%,31秒-1分,2,66.67%,,,,,,
10-19次,1,5.56%,,,,,,,,,
20-49次,1,5.56%,,,,,,,,,
2020/3/16,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,12,66.67%,11秒-30秒,1,33.33%,,,,,,
3-5次,4,22.22%,3分-10分,2,66.67%,,,,,,
10-19次,1,5.56%,,,,,,,,,
20-49次,1,5.56%,,,,,,,,,
2020/3/17,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,12,66.67%,1分-3分,1,100%,,,,,,
3-5次,4,22.22%,,,,,,,,,
10-19次,1,5.56%,,,,,,,,,
20-49次,1,5.56%,,,,,,,,,
2020/3/18,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,12,66.67%,暂无数据,暂无数据,暂无数据,,,,,,
3-5次,4,22.22%,,,,,,,,,
10-19次,1,5.56%,,,,,,,,,
20-49次,1,5.56%,,,,,,,,,
2020/3/19,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,12,66.67%,31秒-1分,1,100%,,,,,,
3-5次,4,22.22%,,,,,,,,,
10-19次,1,5.56%,,,,,,,,,
20-49次,1,5.56%,,,,,,,,,
2020/3/20,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,12,66.67%,1秒-3秒,1,25%,,,,,,
3-5次,4,22.22%,31秒-1分,1,25%,,,,,,
10-19次,1,5.56%,1分-3分,2,50%,,,,,,
20-49次,1,5.56%,,,,,,,,,
2020/3/21,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,12,66.67%,11秒-30秒,1,100%,,,,,,
3-5次,4,22.22%,,,,,,,,,
10-19次,1,5.56%,,,,,,,,,
20-49次,1,5.56%,,,,,,,,,
2020/3/22,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,12,66.67%,1分-3分,1,100%,,,,,,
3-5次,4,22.22%,,,,,,,,,
10-19次,1,5.56%,,,,,,,,,
20-49次,1,5.56%,,,,,,,,,
2020/3/23,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,12,66.67%,11秒-30秒,2,100%,,,,,,
3-5次,4,22.22%,,,,,,,,,
10-19次,1,5.56%,,,,,,,,,
20-49次,1,5.56%,,,,,,,,,
2020/3/24,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,12,66.67%,11秒-30秒,1,33.33%,,,,,,
3-5次,4,22.22%,1分-3分,1,33.33%,,,,,,
10-19次,1,5.56%,3分-10分,1,33.33%,,,,,,
20-49次,1,5.56%,,,,,,,,,
2020/3/25,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,12,66.67%,11秒-30秒,1,100%,,,,,,
3-5次,4,22.22%,,,,,,,,,
10-19次,1,5.56%,,,,,,,,,
20-49次,1,5.56%,,,,,,,,,
2020/3/26,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,12,66.67%,1分-3分,1,100%,,,,,,
3-5次,4,22.22%,,,,,,,,,
10-19次,1,5.56%,,,,,,,,,
20-49次,1,5.56%,,,,,,,,,
2020/3/27,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,12,66.67%,11秒-30秒,1,100%,,,,,,
3-5次,4,22.22%,,,,,,,,,
10-19次,1,5.56%,,,,,,,,,
20-49次,1,5.56%,,,,,,,,,
2020/3/28,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,12,66.67%,11秒-30秒,1,100%,,,,,,
3-5次,4,22.22%,,,,,,,,,
10-19次,1,5.56%,,,,,,,,,
20-49次,1,5.56%,,,,,,,,,
2020/3/29,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,12,66.67%,3分-10分,1,100%,,,,,,
3-5次,4,22.22%,,,,,,,,,
10-19次,1,5.56%,,,,,,,,,
20-49次,1,5.56%,,,,,,,,,
2020/3/30,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,12,66.67%,1分-3分,1,33.33%,,,,,,
3-5次,4,22.22%,3分-10分,2,66.67%,,,,,,
10-19次,1,5.56%,,,,,,,,,
20-49次,1,5.56%,,,,,,,,,
2020/3/31,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,12,66.67%,4秒-10秒,1,33.33%,,,,,,
3-5次,4,22.22%,11秒-30秒,1,33.33%,,,,,,
10-19次,1,5.56%,3分-10分,1,33.33%,,,,,,
20-49次,1,5.56%,,,,,,,,,
,,,,,,,,,,,
2020/4/1,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,16,72.73%,11秒-30秒,1,100%,,,,,,
3-5次,3,13.64%,,,,,,,,,
6-9次,1,4.55%,,,,,,,,,
10-19次,1,4.55%,,,,,,,,,
20-49次,1,4.55%,,,,,,,,,
2020/4/2,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,16,72.73%,1分-3分,2,100%,,,,,,
3-5次,3,13.64%,,,,,,,,,
6-9次,1,4.55%,,,,,,,,,
10-19次,1,4.55%,,,,,,,,,
20-49次,1,4.55%,,,,,,,,,
2020/4/3,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,16,72.73%,31秒-1分,1,100%,,,,,,
3-5次,3,13.64%,,,,,,,,,
6-9次,1,4.55%,,,,,,,,,
10-19次,1,4.55%,,,,,,,,,
20-49次,1,4.55%,,,,,,,,,
2020/4/4,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,16,72.73%,1秒-3秒,1,100%,,,,,,
3-5次,3,13.64%,,,,,,,,,
6-9次,1,4.55%,,,,,,,,,
10-19次,1,4.55%,,,,,,,,,
20-49次,1,4.55%,,,,,,,,,
2020/4/5,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,16,72.73%,11秒-30秒,1,100%,,,,,,
3-5次,3,13.64%,,,,,,,,,
6-9次,1,4.55%,,,,,,,,,
10-19次,1,4.55%,,,,,,,,,
20-49次,1,4.55%,,,,,,,,,
2020/4/6,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,16,72.73%,1分-3分,1,100%,,,,,,
3-5次,3,13.64%,,,,,,,,,
6-9次,1,4.55%,,,,,,,,,
10-19次,1,4.55%,,,,,,,,,
20-49次,1,4.55%,,,,,,,,,
2020/4/7,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,16,72.73%,3分-10分,1,100%,,,,,,
3-5次,3,13.64%,,,,,,,,,
6-9次,1,4.55%,,,,,,,,,
10-19次,1,4.55%,,,,,,,,,
20-49次,1,4.55%,,,,,,,,,
2020/4/8,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,16,72.73%,10分-30分,1,100%,,,,,,
3-5次,3,13.64%,,,,,,,,,
6-9次,1,4.55%,,,,,,,,,
10-19次,1,4.55%,,,,,,,,,
20-49次,1,4.55%,,,,,,,,,
2020/4/9,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,16,72.73%,3分-10分,1,100%,,,,,,
3-5次,3,13.64%,,,,,,,,,
6-9次,1,4.55%,,,,,,,,,
10-19次,1,4.55%,,,,,,,,,
20-49次,1,4.55%,,,,,,,,,
2020/4/10,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,16,72.73%,3分-10分,1,100%,,,,,,
3-5次,3,13.64%,,,,,,,,,
6-9次,1,4.55%,,,,,,,,,
10-19次,1,4.55%,,,,,,,,,
20-49次,1,4.55%,,,,,,,,,
2020/4/11,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,16,72.73%,3分-10分,1,100%,,,,,,
3-5次,3,13.64%,,,,,,,,,
6-9次,1,4.55%,,,,,,,,,
10-19次,1,4.55%,,,,,,,,,
20-49次,1,4.55%,,,,,,,,,
2020/4/12,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,16,72.73%,1分-3分,1,100%,,,,,,
3-5次,3,13.64%,,,,,,,,,
6-9次,1,4.55%,,,,,,,,,
10-19次,1,4.55%,,,,,,,,,
20-49次,1,4.55%,,,,,,,,,
2020/4/13,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,16,72.73%,11秒-30秒,1,33.33%,,,,,,
3-5次,3,13.64%,31秒-1分,1,33.33%,,,,,,
6-9次,1,4.55%,1分-3分,1,33.33%,,,,,,
10-19次,1,4.55%,,,,,,,,,
20-49次,1,4.55%,,,,,,,,,
2020/4/14,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,16,72.73%,1分-3分,2,50%,,,,,,
3-5次,3,13.64%,3分-10分,1,25%,,,,,,
6-9次,1,4.55%,30分+,1,25%,,,,,,
10-19次,1,4.55%,,,,,,,,,
20-49次,1,4.55%,,,,,,,,,
2020/4/15,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,16,72.73%,1分-3分,1,100%,,,,,,
3-5次,3,13.64%,,,,,,,,,
6-9次,1,4.55%,,,,,,,,,
10-19次,1,4.55%,,,,,,,,,
20-49次,1,4.55%,,,,,,,,,
2020/4/16,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,16,72.73%,1分-3分,1,100%,,,,,,
3-5次,3,13.64%,,,,,,,,,
6-9次,1,4.55%,,,,,,,,,
10-19次,1,4.55%,,,,,,,,,
20-49次,1,4.55%,,,,,,,,,
2020/4/17,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,16,72.73%,31秒-1分,1,100%,,,,,,
3-5次,3,13.64%,,,,,,,,,
6-9次,1,4.55%,,,,,,,,,
10-19次,1,4.55%,,,,,,,,,
20-49次,1,4.55%,,,,,,,,,
2020/4/18,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,16,72.73%,1分-3分,1,100%,,,,,,
3-5次,3,13.64%,,,,,,,,,
6-9次,1,4.55%,,,,,,,,,
10-19次,1,4.55%,,,,,,,,,
20-49次,1,4.55%,,,,,,,,,
2020/4/19,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,16,72.73%,11秒-30秒,1,100%,,,,,,
3-5次,3,13.64%,,,,,,,,,
6-9次,1,4.55%,,,,,,,,,
10-19次,1,4.55%,,,,,,,,,
20-49次,1,4.55%,,,,,,,,,
2020/4/20,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,16,72.73%,1分-3分,1,50%,,,,,,
3-5次,3,13.64%,10分-30分,1,50%,,,,,,
6-9次,1,4.55%,,,,,,,,,
10-19次,1,4.55%,,,,,,,,,
20-49次,1,4.55%,,,,,,,,,
2020/4/21,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,16,72.73%,1分-3分,1,100%,,,,,,
3-5次,3,13.64%,,,,,,,,,
6-9次,1,4.55%,,,,,,,,,
10-19次,1,4.55%,,,,,,,,,
20-49次,1,4.55%,,,,,,,,,
2020/4/22,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,16,72.73%,31秒-1分,1,100%,,,,,,
3-5次,3,13.64%,,,,,,,,,
6-9次,1,4.55%,,,,,,,,,
10-19次,1,4.55%,,,,,,,,,
20-49次,1,4.55%,,,,,,,,,
2020/4/23,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,16,72.73%,1分-3分,1,100%,,,,,,
3-5次,3,13.64%,,,,,,,,,
6-9次,1,4.55%,,,,,,,,,
10-19次,1,4.55%,,,,,,,,,
20-49次,1,4.55%,,,,,,,,,
2020/4/24,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,16,72.73%,1分-3分,1,50%,,,,,,
3-5次,3,13.64%,3分-10分,1,100%,,,,,,
6-9次,1,4.55%,,,,,,,,,
10-19次,1,4.55%,,,,,,,,,
20-49次,1,4.55%,,,,,,,,,
2020/4/25,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,16,72.73%,1分-3分,1,100%,,,,,,
3-5次,3,13.64%,,,,,,,,,
6-9次,1,4.55%,,,,,,,,,
10-19次,1,4.55%,,,,,,,,,
20-49次,1,4.55%,,,,,,,,,
2020/4/26,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,16,72.73%,31秒-1分,1,50%,,,,,,
3-5次,3,13.64%,1分-3分,1,50%,,,,,,
6-9次,1,4.55%,,,,,,,,,
10-19次,1,4.55%,,,,,,,,,
20-49次,1,4.55%,,,,,,,,,
2020/4/27,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,16,72.73%,1分-3分,1,100%,,,,,,
3-5次,3,13.64%,,,,,,,,,
6-9次,1,4.55%,,,,,,,,,
10-19次,1,4.55%,,,,,,,,,
20-49次,1,4.55%,,,,,,,,,
2020/4/28,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,16,72.73%,11秒-30秒,1,50%,,,,,,
3-5次,3,13.64%,31秒-1分,1,50%,,,,,,
6-9次,1,4.55%,,,,,,,,,
10-19次,1,4.55%,,,,,,,,,
20-49次,1,4.55%,,,,,,,,,
2020/4/29,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,16,72.73%,11秒-30秒,1,100%,,,,,,
3-5次,3,13.64%,,,,,,,,,
6-9次,1,4.55%,,,,,,,,,
10-19次,1,4.55%,,,,,,,,,
20-49次,1,4.55%,,,,,,,,,
2020/4/30,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,16,72.73%,11秒-30秒,2,100%,,,,,,
3-5次,3,13.64%,,,,,,,,,
6-9次,1,4.55%,,,,,,,,,
10-19次,1,4.55%,,,,,,,,,
20-49次,1,4.55%,,,,,,,,,
,,,,,,,,,,,
2020/5/1,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,6,60%,11秒-30秒,1,50%,,,,,,
3-5次,2,20%,1分-3分,1,50%,,,,,,
6-9次,1,10%,,,,,,,,,
50-99次,1,10%,,,,,,,,,
2020/5/2,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,6,60%,3分-10分,1,100%,,,,,,
3-5次,2,20%,,,,,,,,,
6-9次,1,10%,,,,,,,,,
50-99次,1,10%,,,,,,,,,
2020/5/3,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,6,60%,11秒-30秒,1,100%,,,,,,
3-5次,2,20%,,,,,,,,,
6-9次,1,10%,,,,,,,,,
50-99次,1,10%,,,,,,,,,
2020/5/4,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,6,60%,1秒-3秒,1,50%,,,,,,
3-5次,2,20%,1分-3分,1,50%,,,,,,
6-9次,1,10%,,,,,,,,,
50-99次,1,10%,,,,,,,,,
2020/5/5,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,6,60%,11秒-30秒,1,50%,,,,,,
3-5次,2,20%,31秒-1分,1,50%,,,,,,
6-9次,1,10%,,,,,,,,,
50-99次,1,10%,,,,,,,,,
2020/5/6,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,1分-3分,1,100%,,,,,,
2020/5/7,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,31秒-1分,1,100%,,,,,,
2020/5/8,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,50%,31秒-1分,1,50%,,,,,,
3-5次,1,50%,1分-3分,1,50%,,,,,,
2020/5/9,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,2,66.67%,4秒-10秒,1,50%,,,,,,
3-5次,1,33.33%,3分-10分,1,50%,,,,,,
2020/5/10,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,1分-3分,1,100%,,,,,,
2020/5/11,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
3-5次,1,100%,1分-3分,1,100%,,,,,,
2020/5/12,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1次-3次,1,100%,1分-3分,1,100%,,,,,,
2020/5/13,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,31秒-1分,1,100%,,,,,,
2020/5/14,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,31秒-1分,1,100%,,,,,,
2020/5/15,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
3-5次,1,100%,3分-10分,1,100%,,,,,,
2020/5/16,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
3-5次,1,100%,31秒-1分,1,100%,,,,,,
2020/5/17,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,31秒-1分,1,100%,,,,,,
2020/5/18,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,11秒-30秒,1,100%,,,,,,
2020/5/19,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,2,100%,1秒-3秒,1,50%,,,,,,
,,,31秒-1分,1,50%,,,,,,
2020/5/20,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,1分-3分,1,100%,,,,,,
2020/5/21,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,1分-3分,1,100%,,,,,,
2020/5/22,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,31秒-1分,1,100%,,,,,,
2020/5/23,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,6,60%,31秒-1分,1,100%,,,,,,
2020/5/24,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
3-5次,1,100%,1分-3分,1,100%,,,,,,
2020/5/25,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,31秒-1分,1,100%,,,,,,
2020/5/26,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,2,100%,4秒-10秒,1,50%,,,,,,
,,,31秒-1分,1,50%,,,,,,
2020/5/27,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,2,100%,11秒-30秒,1,50%,,,,,,
,,,3分-10分,1,50%,,,,,,
2020/5/28,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,11秒-30秒,1,100%,,,,,,
2020/5/29,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,2,100%,31秒-1分,1,50%,,,,,,
,,,1分-3分,1,50%,,,,,,
2020/5/30,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,1分-3分,1,100%,,,,,,
2020/5/31,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,31秒-1分,1,100%,,,,,,
,,,,,,,,,,,
2020/6/1,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
3-5次,1,100%,3分-10分,1,100%,,,,,,
2020/6/2,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,50%,4秒-10秒,1,50%,,,,,,
3-5次,1,50%,1分-3分,1,50%,,,,,,
2020/6/3,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,11秒-30秒,1,100%,,,,,,
2020/6/4,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,50%,31秒-1分,1,100%,,,,,,
3-5次,1,50%,,,,,,,,,
2020/6/5,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,11秒-30秒,1,100%,,,,,,
2020/6/6,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,100%,11秒-30秒,1,100%,,,,,,
2020/6/7,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,2,100%,11秒-30秒,2,100%,,,,,,
2020/6/8,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,1,50%,1分-3分,2,100%,,,,,,
3-5次,1,50%,1分-3分,2,100%,,,,,,
2020/6/9,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,2,100%,11秒-30秒,2,100%,,,,,,
2020/6/10,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,2,100%,31秒-1分,1,50%,,,,,,
,,,3分-10分,1,50%,,,,,,
2020/6/11,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
3-5次,1,100%,31秒-1分,1,100%,,,,,,
2020/6/12,,,,,,,,,,,
           使用频率                      使用时长,,,,,,,,,,,
启动次数,用户数,用户占比,时长,用户数,用户数占比,,,,,,
1-2次,2,100%,1分-3分,1,100%,,,,,,
2020/6/13,,,,,,,,,,,
